Orthogroup	BU_ATCC8492	PV_ATCC8482
OG0000858	BU_ATCC8492_00370	PV_ATCC8482_00478
OG0000859	BU_ATCC8492_00371	PV_ATCC8482_00479
OG0000860	BU_ATCC8492_00379, BU_ATCC8492_03181	
OG0000861	BU_ATCC8492_00382	PV_ATCC8482_02316
OG0000862	BU_ATCC8492_00383	PV_ATCC8482_02315
OG0000863	BU_ATCC8492_00384	PV_ATCC8482_02314
OG0000864	BU_ATCC8492_00387	PV_ATCC8482_00152
OG0000865	BU_ATCC8492_00388	PV_ATCC8482_00151
OG0000866	BU_ATCC8492_00389	PV_ATCC8482_00150
OG0000867	BU_ATCC8492_00390	PV_ATCC8482_00149
OG0000868	BU_ATCC8492_00391	PV_ATCC8482_00148
OG0000869	BU_ATCC8492_00397	PV_ATCC8482_03344
OG0000870	BU_ATCC8492_00398	PV_ATCC8482_03345
OG0000871	BU_ATCC8492_00400	PV_ATCC8482_03358
OG0000872	BU_ATCC8492_00401	PV_ATCC8482_03359
OG0000873	BU_ATCC8492_00402	PV_ATCC8482_03360
OG0000874	BU_ATCC8492_00404	PV_ATCC8482_03362
OG0000875	BU_ATCC8492_00408	PV_ATCC8482_00046
OG0000876	BU_ATCC8492_00409	PV_ATCC8482_00610
OG0000877	BU_ATCC8492_00411, BU_ATCC8492_00413	
OG0000878	BU_ATCC8492_00412, BU_ATCC8492_00414	
OG0000879	BU_ATCC8492_00416, BU_ATCC8492_01729	
OG0000880	BU_ATCC8492_00425, BU_ATCC8492_00573	
OG0000881	BU_ATCC8492_00434	PV_ATCC8482_00890
OG0000882	BU_ATCC8492_00436	PV_ATCC8482_02326
OG0000883	BU_ATCC8492_00437	PV_ATCC8482_02325
OG0000884	BU_ATCC8492_00440	PV_ATCC8482_00154
OG0000885	BU_ATCC8492_00441	PV_ATCC8482_00155
OG0000886	BU_ATCC8492_00442	PV_ATCC8482_00156
OG0000887	BU_ATCC8492_00444	PV_ATCC8482_00201
OG0000888	BU_ATCC8492_00445	PV_ATCC8482_00202
OG0000889	BU_ATCC8492_00446	PV_ATCC8482_00203
OG0000890	BU_ATCC8492_00447	PV_ATCC8482_00204
OG0000891	BU_ATCC8492_00449	PV_ATCC8482_00207
OG0000892	BU_ATCC8492_00451	PV_ATCC8482_00208
OG0000893	BU_ATCC8492_00452	PV_ATCC8482_00489
OG0000894	BU_ATCC8492_00455	PV_ATCC8482_00632
OG0000895	BU_ATCC8492_00458	PV_ATCC8482_00626
OG0000896	BU_ATCC8492_00459	PV_ATCC8482_00625
OG0000897	BU_ATCC8492_00460	PV_ATCC8482_00624
OG0000898	BU_ATCC8492_00461	PV_ATCC8482_00623
OG0000899	BU_ATCC8492_00462	PV_ATCC8482_00622
OG0000900	BU_ATCC8492_00463	PV_ATCC8482_00621
OG0000901	BU_ATCC8492_00464	PV_ATCC8482_00620
OG0000902	BU_ATCC8492_00465	PV_ATCC8482_01211
OG0000903	BU_ATCC8492_00466	PV_ATCC8482_00619
OG0000904	BU_ATCC8492_00468	PV_ATCC8482_00617
OG0000905	BU_ATCC8492_00469	PV_ATCC8482_00603
OG0000906	BU_ATCC8492_00471	PV_ATCC8482_00506
OG0000907	BU_ATCC8492_00475	PV_ATCC8482_00892
OG0000908	BU_ATCC8492_00476	PV_ATCC8482_00893
OG0000909	BU_ATCC8492_00477	PV_ATCC8482_00895
OG0000910	BU_ATCC8492_00478	PV_ATCC8482_00896
OG0000911	BU_ATCC8492_00479	PV_ATCC8482_00897
OG0000912	BU_ATCC8492_00480	PV_ATCC8482_00898
OG0000913	BU_ATCC8492_00481	PV_ATCC8482_00899
OG0000914	BU_ATCC8492_00482	PV_ATCC8482_00900
OG0000915	BU_ATCC8492_00483	PV_ATCC8482_00901
OG0000916	BU_ATCC8492_00484	PV_ATCC8482_00902
OG0000917	BU_ATCC8492_00485	PV_ATCC8482_00903
OG0000918	BU_ATCC8492_00487	PV_ATCC8482_00581
OG0000919	BU_ATCC8492_00488	PV_ATCC8482_00580
OG0000920	BU_ATCC8492_00489	PV_ATCC8482_00579
OG0000921	BU_ATCC8492_00490	PV_ATCC8482_00578
OG0000922	BU_ATCC8492_00491	PV_ATCC8482_00577
OG0000923	BU_ATCC8492_00492	PV_ATCC8482_00576
OG0000924	BU_ATCC8492_00493	PV_ATCC8482_00575
OG0000925	BU_ATCC8492_00494	PV_ATCC8482_00574
OG0000926	BU_ATCC8492_00495	PV_ATCC8482_00573
OG0000927	BU_ATCC8492_00496	PV_ATCC8482_00557
OG0000928	BU_ATCC8492_00497	PV_ATCC8482_00556
OG0000929	BU_ATCC8492_00498	PV_ATCC8482_00555
OG0000930	BU_ATCC8492_00502	PV_ATCC8482_00553
OG0000931	BU_ATCC8492_00503	PV_ATCC8482_00552
OG0000932	BU_ATCC8492_00505	PV_ATCC8482_03741
OG0000933	BU_ATCC8492_00507	PV_ATCC8482_00551
OG0000934	BU_ATCC8492_00508	PV_ATCC8482_00550
OG0000935	BU_ATCC8492_00510	PV_ATCC8482_00549
OG0000936	BU_ATCC8492_00511	PV_ATCC8482_00548
OG0000937	BU_ATCC8492_00512	PV_ATCC8482_00547
OG0000938	BU_ATCC8492_00513	PV_ATCC8482_00546
OG0000939	BU_ATCC8492_00514, BU_ATCC8492_00515	
OG0000940	BU_ATCC8492_00516	PV_ATCC8482_00545
OG0000941	BU_ATCC8492_00517	PV_ATCC8482_00544
OG0000942	BU_ATCC8492_00518	PV_ATCC8482_00543
OG0000943	BU_ATCC8492_00519	PV_ATCC8482_01548
OG0000944	BU_ATCC8492_00520	PV_ATCC8482_01549
OG0000945	BU_ATCC8492_00521	PV_ATCC8482_01550
OG0000946	BU_ATCC8492_00523	PV_ATCC8482_00211
OG0000947	BU_ATCC8492_00524	PV_ATCC8482_00212
OG0000948	BU_ATCC8492_00525	PV_ATCC8482_00213
OG0000949	BU_ATCC8492_00526	PV_ATCC8482_00214
OG0000950	BU_ATCC8492_00539	PV_ATCC8482_04255
OG0000951	BU_ATCC8492_00540	PV_ATCC8482_03057
OG0000952	BU_ATCC8492_00543	PV_ATCC8482_02675
OG0000953	BU_ATCC8492_00545	PV_ATCC8482_02674
OG0000954	BU_ATCC8492_00546	PV_ATCC8482_02673
OG0000955	BU_ATCC8492_00548, BU_ATCC8492_03378	
OG0000956	BU_ATCC8492_00551	PV_ATCC8482_02664
OG0000957	BU_ATCC8492_00552	PV_ATCC8482_04245
OG0000958	BU_ATCC8492_00554	PV_ATCC8482_00216
OG0000959	BU_ATCC8492_00561	PV_ATCC8482_00375
OG0000960	BU_ATCC8492_00563	PV_ATCC8482_00377
OG0000961	BU_ATCC8492_00564	PV_ATCC8482_00378
OG0000962	BU_ATCC8492_00565	PV_ATCC8482_00380
OG0000963	BU_ATCC8492_00566	PV_ATCC8482_00379
OG0000964	BU_ATCC8492_00577	PV_ATCC8482_00187
OG0000965	BU_ATCC8492_00583	PV_ATCC8482_00217
OG0000966	BU_ATCC8492_00584	PV_ATCC8482_00218
OG0000967	BU_ATCC8492_00598	PV_ATCC8482_01546
OG0000968	BU_ATCC8492_00599	PV_ATCC8482_03916
OG0000969	BU_ATCC8492_00600	PV_ATCC8482_01545
OG0000970	BU_ATCC8492_00602	PV_ATCC8482_01543
OG0000971	BU_ATCC8492_00604	PV_ATCC8482_04155
OG0000972	BU_ATCC8492_00610	PV_ATCC8482_01542
OG0000973	BU_ATCC8492_00611, BU_ATCC8492_01164	
OG0000974	BU_ATCC8492_00612	PV_ATCC8482_01541
OG0000975	BU_ATCC8492_00613	PV_ATCC8482_01466
OG0000976	BU_ATCC8492_00614	PV_ATCC8482_01465
OG0000977	BU_ATCC8492_00615	PV_ATCC8482_01464
OG0000978	BU_ATCC8492_00616	PV_ATCC8482_01463
OG0000979	BU_ATCC8492_00617	PV_ATCC8482_01462
OG0000980	BU_ATCC8492_00618	PV_ATCC8482_01461
OG0000981	BU_ATCC8492_00619	PV_ATCC8482_01460
OG0000982	BU_ATCC8492_00623	PV_ATCC8482_01458
OG0000983	BU_ATCC8492_00624	PV_ATCC8482_01457
OG0000984	BU_ATCC8492_00625	PV_ATCC8482_01456
OG0000985	BU_ATCC8492_00626	PV_ATCC8482_01455
OG0000986	BU_ATCC8492_00627	PV_ATCC8482_01454
OG0000987	BU_ATCC8492_00628	PV_ATCC8482_01453
OG0000988	BU_ATCC8492_00629	PV_ATCC8482_01452
OG0000989	BU_ATCC8492_00630	PV_ATCC8482_01451
OG0000990	BU_ATCC8492_00631	PV_ATCC8482_01450
OG0000991	BU_ATCC8492_00632	PV_ATCC8482_01449
OG0000992	BU_ATCC8492_00633	PV_ATCC8482_01448
OG0000993	BU_ATCC8492_00634	PV_ATCC8482_01447
OG0000994	BU_ATCC8492_00635	PV_ATCC8482_01446
OG0000995	BU_ATCC8492_00636	PV_ATCC8482_01445
OG0000996	BU_ATCC8492_00637	PV_ATCC8482_01444
OG0000997	BU_ATCC8492_00639	PV_ATCC8482_01442
OG0000998	BU_ATCC8492_00640	PV_ATCC8482_01441
OG0000999	BU_ATCC8492_00641	PV_ATCC8482_01425
OG0001000	BU_ATCC8492_00642	PV_ATCC8482_01424
OG0001001	BU_ATCC8492_00643	PV_ATCC8482_00881
OG0001002	BU_ATCC8492_00646	PV_ATCC8482_00772
OG0001003	BU_ATCC8492_00656	PV_ATCC8482_01420
OG0001004	BU_ATCC8492_00663	PV_ATCC8482_01416
OG0001005	BU_ATCC8492_00664	PV_ATCC8482_01415
OG0001006	BU_ATCC8492_00666	PV_ATCC8482_01413
OG0001007	BU_ATCC8492_00667	PV_ATCC8482_01369
OG0001008	BU_ATCC8492_00668	PV_ATCC8482_01368
OG0001009	BU_ATCC8492_00670	PV_ATCC8482_01366
OG0001010	BU_ATCC8492_00671	PV_ATCC8482_01365
OG0001011	BU_ATCC8492_00674	PV_ATCC8482_01341
OG0001012	BU_ATCC8492_00675	PV_ATCC8482_01342
OG0001013	BU_ATCC8492_00677	PV_ATCC8482_01343
OG0001014	BU_ATCC8492_00679	PV_ATCC8482_01344
OG0001015	BU_ATCC8492_00680	PV_ATCC8482_01345
OG0001016	BU_ATCC8492_00683	PV_ATCC8482_01348
OG0001017	BU_ATCC8492_00684	PV_ATCC8482_01349
OG0001018	BU_ATCC8492_00685	PV_ATCC8482_01350
OG0001019	BU_ATCC8492_00687	PV_ATCC8482_01485
OG0001020	BU_ATCC8492_00689	PV_ATCC8482_01478
OG0001021	BU_ATCC8492_00690	PV_ATCC8482_00331
OG0001022	BU_ATCC8492_00691	PV_ATCC8482_02139
OG0001023	BU_ATCC8492_00692	PV_ATCC8482_01474
OG0001024	BU_ATCC8492_00693	PV_ATCC8482_01473
OG0001025	BU_ATCC8492_00694	PV_ATCC8482_01472
OG0001026	BU_ATCC8492_00695	PV_ATCC8482_01471
OG0001027	BU_ATCC8492_00696	PV_ATCC8482_01470
OG0001028	BU_ATCC8492_00718	PV_ATCC8482_00868
OG0001029	BU_ATCC8492_00719	PV_ATCC8482_00869
OG0001030	BU_ATCC8492_00723	PV_ATCC8482_00894
OG0001031	BU_ATCC8492_00724	PV_ATCC8482_03418
OG0001032	BU_ATCC8492_00730	PV_ATCC8482_03124
OG0001033	BU_ATCC8492_00731	PV_ATCC8482_01381
OG0001034	BU_ATCC8492_00732	PV_ATCC8482_01382
OG0001035	BU_ATCC8492_00733	PV_ATCC8482_01383
OG0001036	BU_ATCC8492_00734	PV_ATCC8482_01384
OG0001037	BU_ATCC8492_00735	PV_ATCC8482_01118
OG0001038	BU_ATCC8492_00736	PV_ATCC8482_01032
OG0001039	BU_ATCC8492_00737	PV_ATCC8482_01031
OG0001040	BU_ATCC8492_00738	PV_ATCC8482_01030
OG0001041	BU_ATCC8492_00739	PV_ATCC8482_01029
OG0001042	BU_ATCC8492_00741	PV_ATCC8482_01027
OG0001043	BU_ATCC8492_00769	PV_ATCC8482_01009
OG0001044	BU_ATCC8492_00770	PV_ATCC8482_00929
OG0001045	BU_ATCC8492_00772	PV_ATCC8482_00627
OG0001046	BU_ATCC8492_00774	PV_ATCC8482_02800
OG0001047	BU_ATCC8492_00775	PV_ATCC8482_02799
OG0001048	BU_ATCC8492_00776	PV_ATCC8482_00928
OG0001049	BU_ATCC8492_00778	PV_ATCC8482_00926
OG0001050	BU_ATCC8492_00779	PV_ATCC8482_00906
OG0001051	BU_ATCC8492_00780	PV_ATCC8482_00905
OG0001052	BU_ATCC8492_00781	PV_ATCC8482_00907
OG0001053	BU_ATCC8492_00782	PV_ATCC8482_00908
OG0001054	BU_ATCC8492_00783	PV_ATCC8482_00909
OG0001055	BU_ATCC8492_00785	PV_ATCC8482_00911
OG0001056	BU_ATCC8492_00786	PV_ATCC8482_00912
OG0001057	BU_ATCC8492_00787	PV_ATCC8482_00913
OG0001058	BU_ATCC8492_00793, BU_ATCC8492_01076	
OG0001059	BU_ATCC8492_00809	PV_ATCC8482_00915
OG0001060	BU_ATCC8492_00810	PV_ATCC8482_00916
OG0001061	BU_ATCC8492_00812, BU_ATCC8492_03213	
OG0001062	BU_ATCC8492_00814	PV_ATCC8482_00922
OG0001063	BU_ATCC8492_00816	PV_ATCC8482_00925
OG0001064	BU_ATCC8492_00817	PV_ATCC8482_01484
OG0001065	BU_ATCC8492_00818	PV_ATCC8482_01483
OG0001066	BU_ATCC8492_00819	PV_ATCC8482_01482
OG0001067	BU_ATCC8492_00820	PV_ATCC8482_01378
OG0001068	BU_ATCC8492_00821	PV_ATCC8482_01377
OG0001069	BU_ATCC8492_00829	PV_ATCC8482_01352
OG0001070	BU_ATCC8492_00831	PV_ATCC8482_03947
OG0001071	BU_ATCC8492_00836	PV_ATCC8482_01360
OG0001072	BU_ATCC8492_00837	PV_ATCC8482_01361
OG0001073	BU_ATCC8492_00838	PV_ATCC8482_01277
OG0001074	BU_ATCC8492_00839	PV_ATCC8482_01278
OG0001075	BU_ATCC8492_00842	PV_ATCC8482_01279
OG0001076	BU_ATCC8492_00843	PV_ATCC8482_01280
OG0001077	BU_ATCC8492_00844	PV_ATCC8482_01281
OG0001078	BU_ATCC8492_00845	PV_ATCC8482_01282
OG0001079	BU_ATCC8492_00846	PV_ATCC8482_01283
OG0001080	BU_ATCC8492_00850	PV_ATCC8482_01285
OG0001081	BU_ATCC8492_00851	PV_ATCC8482_01286
OG0001082	BU_ATCC8492_00852	PV_ATCC8482_01287
OG0001083	BU_ATCC8492_00854	PV_ATCC8482_01289
OG0001084	BU_ATCC8492_00855	PV_ATCC8482_01290
OG0001085	BU_ATCC8492_00857	PV_ATCC8482_01778
OG0001086	BU_ATCC8492_00859	PV_ATCC8482_01295
OG0001087	BU_ATCC8492_00860	PV_ATCC8482_01122
OG0001088	BU_ATCC8492_00861	PV_ATCC8482_01123
OG0001089	BU_ATCC8492_00863	PV_ATCC8482_01125
OG0001090	BU_ATCC8492_00864	PV_ATCC8482_01127
OG0001091	BU_ATCC8492_00865	PV_ATCC8482_01128
OG0001092	BU_ATCC8492_00866	PV_ATCC8482_01129
OG0001093	BU_ATCC8492_00869	PV_ATCC8482_01131
OG0001094	BU_ATCC8492_00870	PV_ATCC8482_01134
OG0001095	BU_ATCC8492_00872	PV_ATCC8482_01136
OG0001096	BU_ATCC8492_00873	PV_ATCC8482_01137
OG0001097	BU_ATCC8492_00874	PV_ATCC8482_01138
OG0001098	BU_ATCC8492_00875	PV_ATCC8482_01139
OG0001099	BU_ATCC8492_00876	PV_ATCC8482_01143
OG0001100	BU_ATCC8492_00877	PV_ATCC8482_01144
OG0001101	BU_ATCC8492_00892	PV_ATCC8482_01145
OG0001102	BU_ATCC8492_00893	PV_ATCC8482_01146
OG0001103	BU_ATCC8492_00898	PV_ATCC8482_01147
OG0001104	BU_ATCC8492_00899	PV_ATCC8482_01148
OG0001105	BU_ATCC8492_00902	PV_ATCC8482_01237
OG0001106	BU_ATCC8492_00903	PV_ATCC8482_01236
OG0001107	BU_ATCC8492_00904	PV_ATCC8482_01235
OG0001108	BU_ATCC8492_00905	PV_ATCC8482_01234
OG0001109	BU_ATCC8492_00906	PV_ATCC8482_01233
OG0001110	BU_ATCC8492_00907	PV_ATCC8482_01232
OG0001111	BU_ATCC8492_00908	PV_ATCC8482_01231
OG0001112	BU_ATCC8492_00930	PV_ATCC8482_01230
OG0001113	BU_ATCC8492_00931	PV_ATCC8482_01218
OG0001114	BU_ATCC8492_00932	PV_ATCC8482_01217
OG0001115	BU_ATCC8492_00933	PV_ATCC8482_01216
OG0001116	BU_ATCC8492_00934	PV_ATCC8482_01215
OG0001117	BU_ATCC8492_00935	PV_ATCC8482_01214
OG0001118	BU_ATCC8492_00936	PV_ATCC8482_01213
OG0001119	BU_ATCC8492_00937	PV_ATCC8482_01212
OG0001120	BU_ATCC8492_00939	PV_ATCC8482_01209
OG0001121	BU_ATCC8492_00941	PV_ATCC8482_01207
OG0001122	BU_ATCC8492_00946	PV_ATCC8482_01150
OG0001123	BU_ATCC8492_00957	PV_ATCC8482_01153
OG0001124	BU_ATCC8492_00960	PV_ATCC8482_01155
OG0001125	BU_ATCC8492_00963	PV_ATCC8482_01178
OG0001126	BU_ATCC8492_00964	PV_ATCC8482_01180
OG0001127	BU_ATCC8492_00966	PV_ATCC8482_01240
OG0001128	BU_ATCC8492_00967	PV_ATCC8482_01182
OG0001129	BU_ATCC8492_00968	PV_ATCC8482_01183
OG0001130	BU_ATCC8492_00969	PV_ATCC8482_01184
OG0001131	BU_ATCC8492_00970	PV_ATCC8482_03346
OG0001132	BU_ATCC8492_00972	PV_ATCC8482_01185
OG0001133	BU_ATCC8492_00973	PV_ATCC8482_01187
OG0001134	BU_ATCC8492_00974	PV_ATCC8482_01189
OG0001135	BU_ATCC8492_00975	PV_ATCC8482_01191
OG0001136	BU_ATCC8492_00976	PV_ATCC8482_01192
OG0001137	BU_ATCC8492_00977	PV_ATCC8482_03366
OG0001138	BU_ATCC8492_00986	PV_ATCC8482_01422
OG0001139	BU_ATCC8492_01009	PV_ATCC8482_00866
OG0001140	BU_ATCC8492_01011	PV_ATCC8482_00865
OG0001141	BU_ATCC8492_01037	PV_ATCC8482_01250
OG0001142	BU_ATCC8492_01038	PV_ATCC8482_04113
OG0001143	BU_ATCC8492_01039	PV_ATCC8482_01251
OG0001144	BU_ATCC8492_01042	PV_ATCC8482_03112
OG0001145	BU_ATCC8492_01044	PV_ATCC8482_01254
OG0001146	BU_ATCC8492_01045	PV_ATCC8482_01255
OG0001147	BU_ATCC8492_01046	PV_ATCC8482_01256
OG0001148	BU_ATCC8492_01047	PV_ATCC8482_01257
OG0001149	BU_ATCC8492_01048	PV_ATCC8482_01258
OG0001150	BU_ATCC8492_01049	PV_ATCC8482_01259
OG0001151	BU_ATCC8492_01050	PV_ATCC8482_01260
OG0001152	BU_ATCC8492_01051	PV_ATCC8482_01261
OG0001153	BU_ATCC8492_01058	PV_ATCC8482_02293
OG0001154	BU_ATCC8492_01063	PV_ATCC8482_02296
OG0001155	BU_ATCC8492_01066	PV_ATCC8482_01264
OG0001156	BU_ATCC8492_01067	PV_ATCC8482_01265
OG0001157	BU_ATCC8492_01077	PV_ATCC8482_01335
OG0001158	BU_ATCC8492_01078	PV_ATCC8482_01336
OG0001159	BU_ATCC8492_01079	PV_ATCC8482_01266
OG0001160	BU_ATCC8492_01080	PV_ATCC8482_01337
OG0001161	BU_ATCC8492_01081	PV_ATCC8482_01338
OG0001162	BU_ATCC8492_01082	PV_ATCC8482_00879
OG0001163	BU_ATCC8492_01083	PV_ATCC8482_00880
OG0001164	BU_ATCC8492_01086	PV_ATCC8482_01340
OG0001165	BU_ATCC8492_01088, BU_ATCC8492_01089	
OG0001166	BU_ATCC8492_01091	PV_ATCC8482_01319
OG0001167	BU_ATCC8492_01092	PV_ATCC8482_01318
OG0001168	BU_ATCC8492_01093	PV_ATCC8482_01316
OG0001169	BU_ATCC8492_01094	PV_ATCC8482_02497
OG0001170	BU_ATCC8492_01100	PV_ATCC8482_01309
OG0001171	BU_ATCC8492_01101	PV_ATCC8482_01308
OG0001172	BU_ATCC8492_01103	PV_ATCC8482_01307
OG0001173	BU_ATCC8492_01104	PV_ATCC8482_01306
OG0001174	BU_ATCC8492_01105	PV_ATCC8482_01305
OG0001175	BU_ATCC8492_01106	PV_ATCC8482_01304
OG0001176	BU_ATCC8492_01107	PV_ATCC8482_01303
OG0001177	BU_ATCC8492_01109	PV_ATCC8482_00167
OG0001178	BU_ATCC8492_01111	PV_ATCC8482_01296
OG0001179	BU_ATCC8492_01112	PV_ATCC8482_00128
OG0001180	BU_ATCC8492_01119	PV_ATCC8482_01889
OG0001181	BU_ATCC8492_01125	PV_ATCC8482_01075
OG0001182	BU_ATCC8492_01126	PV_ATCC8482_01074
OG0001183	BU_ATCC8492_01127	PV_ATCC8482_00347
OG0001184	BU_ATCC8492_01130	PV_ATCC8482_03123
OG0001185	BU_ATCC8492_01131	PV_ATCC8482_01045
OG0001186	BU_ATCC8492_01132	PV_ATCC8482_01035
OG0001187	BU_ATCC8492_01134	PV_ATCC8482_01076
OG0001188	BU_ATCC8492_01135	PV_ATCC8482_01077
OG0001189	BU_ATCC8492_01136	PV_ATCC8482_01086
OG0001190	BU_ATCC8492_01138	PV_ATCC8482_01088
OG0001191	BU_ATCC8492_01139	PV_ATCC8482_01089
OG0001192	BU_ATCC8492_01141	PV_ATCC8482_01098
OG0001193	BU_ATCC8492_01144	PV_ATCC8482_01795
OG0001194	BU_ATCC8492_01149	PV_ATCC8482_01099
OG0001195	BU_ATCC8492_01153	PV_ATCC8482_01103
OG0001196	BU_ATCC8492_01158	PV_ATCC8482_01108
OG0001197	BU_ATCC8492_01174	PV_ATCC8482_01117
OG0001198	BU_ATCC8492_01175, BU_ATCC8492_03229	
OG0001199	BU_ATCC8492_01177, BU_ATCC8492_03231	
OG0001200	BU_ATCC8492_01178, BU_ATCC8492_03232	
OG0001201	BU_ATCC8492_01179, BU_ATCC8492_03233	
OG0001202	BU_ATCC8492_01180	PV_ATCC8482_01668
OG0001203	BU_ATCC8492_01181	PV_ATCC8482_01385
OG0001204	BU_ATCC8492_01182	PV_ATCC8482_01386
OG0001205	BU_ATCC8492_01183	PV_ATCC8482_01387
OG0001206	BU_ATCC8492_01184	PV_ATCC8482_01388
OG0001207	BU_ATCC8492_01185	PV_ATCC8482_01389
OG0001208	BU_ATCC8492_01189	PV_ATCC8482_01124
OG0001209	BU_ATCC8492_01190	PV_ATCC8482_01391
OG0001210	BU_ATCC8492_01191	PV_ATCC8482_01402
OG0001211	BU_ATCC8492_01202	PV_ATCC8482_01403
OG0001212	BU_ATCC8492_01203	PV_ATCC8482_01404
OG0001213	BU_ATCC8492_01204	PV_ATCC8482_01405
OG0001214	BU_ATCC8492_01205	PV_ATCC8482_01406
OG0001215	BU_ATCC8492_01206	PV_ATCC8482_01407
OG0001216	BU_ATCC8492_01207	PV_ATCC8482_01408
OG0001217	BU_ATCC8492_01208	PV_ATCC8482_01409
OG0001218	BU_ATCC8492_01209	PV_ATCC8482_01410
OG0001219	BU_ATCC8492_01212	PV_ATCC8482_02344
OG0001220	BU_ATCC8492_01216	PV_ATCC8482_02275
OG0001221	BU_ATCC8492_01217	PV_ATCC8482_01487
OG0001222	BU_ATCC8492_01218	PV_ATCC8482_01488
OG0001223	BU_ATCC8492_01219	PV_ATCC8482_01489
OG0001224	BU_ATCC8492_01220	PV_ATCC8482_01490
OG0001225	BU_ATCC8492_01221	PV_ATCC8482_01491
OG0001226	BU_ATCC8492_01229	PV_ATCC8482_03836
OG0001227	BU_ATCC8492_01232, BU_ATCC8492_03012	
OG0001228	BU_ATCC8492_01235	PV_ATCC8482_00210
OG0001229	BU_ATCC8492_01240	PV_ATCC8482_00042
OG0001230	BU_ATCC8492_01248	PV_ATCC8482_01525
OG0001231	BU_ATCC8492_01249	PV_ATCC8482_01526
OG0001232	BU_ATCC8492_01250	PV_ATCC8482_01527
OG0001233	BU_ATCC8492_01251	PV_ATCC8482_02715
OG0001234	BU_ATCC8492_01252	PV_ATCC8482_01520
OG0001235	BU_ATCC8492_01253	PV_ATCC8482_03067
OG0001236	BU_ATCC8492_01254	PV_ATCC8482_01517
OG0001237	BU_ATCC8492_01256	PV_ATCC8482_01276
OG0001238	BU_ATCC8492_01262	PV_ATCC8482_01997
OG0001239	BU_ATCC8492_01263	PV_ATCC8482_03793
OG0001240	BU_ATCC8492_01264	PV_ATCC8482_03792
OG0001241	BU_ATCC8492_01271	PV_ATCC8482_01531
OG0001242	BU_ATCC8492_01272	PV_ATCC8482_01529
OG0001243	BU_ATCC8492_01274, BU_ATCC8492_02819	
OG0001244	BU_ATCC8492_01278, BU_ATCC8492_02815	
OG0001245	BU_ATCC8492_01279	PV_ATCC8482_01005
OG0001246	BU_ATCC8492_01280	PV_ATCC8482_03607
OG0001247	BU_ATCC8492_01281	PV_ATCC8482_03608
OG0001248	BU_ATCC8492_01283	PV_ATCC8482_03610
OG0001249	BU_ATCC8492_01286	PV_ATCC8482_03613
OG0001250	BU_ATCC8492_01287	PV_ATCC8482_03614
OG0001251	BU_ATCC8492_01289	PV_ATCC8482_03616
OG0001252	BU_ATCC8492_01290	PV_ATCC8482_03617
OG0001253	BU_ATCC8492_01291	PV_ATCC8482_03618
OG0001254	BU_ATCC8492_01315	PV_ATCC8482_01532
OG0001255	BU_ATCC8492_01316	PV_ATCC8482_01533
OG0001256	BU_ATCC8492_01317	PV_ATCC8482_01534
OG0001257	BU_ATCC8492_01318	PV_ATCC8482_00862
OG0001258	BU_ATCC8492_01319	PV_ATCC8482_00861
OG0001259	BU_ATCC8492_01320	PV_ATCC8482_00860
OG0001260	BU_ATCC8492_01322	PV_ATCC8482_00858
OG0001261	BU_ATCC8492_01326	PV_ATCC8482_00853
OG0001262	BU_ATCC8492_01328	PV_ATCC8482_00850
OG0001263	BU_ATCC8492_01329	PV_ATCC8482_00849
OG0001264	BU_ATCC8492_01330	PV_ATCC8482_00848
OG0001265	BU_ATCC8492_01331	PV_ATCC8482_00847
OG0001266	BU_ATCC8492_01332	PV_ATCC8482_00846
OG0001267	BU_ATCC8492_01333	PV_ATCC8482_00845
OG0001268	BU_ATCC8492_01334	PV_ATCC8482_00844
OG0001269	BU_ATCC8492_01335	PV_ATCC8482_00842
OG0001270	BU_ATCC8492_01336	PV_ATCC8482_00841
OG0001271	BU_ATCC8492_01337	PV_ATCC8482_00840
OG0001272	BU_ATCC8492_01338	PV_ATCC8482_00839
OG0001273	BU_ATCC8492_01339	PV_ATCC8482_00838
OG0001274	BU_ATCC8492_01340	PV_ATCC8482_00837
OG0001275	BU_ATCC8492_01341	PV_ATCC8482_00836
OG0001276	BU_ATCC8492_01342	PV_ATCC8482_00835
OG0001277	BU_ATCC8492_01343	PV_ATCC8482_00834
OG0001278	BU_ATCC8492_01344	PV_ATCC8482_00833
OG0001279	BU_ATCC8492_01345	PV_ATCC8482_00832
OG0001280	BU_ATCC8492_01346	PV_ATCC8482_00831
OG0001281	BU_ATCC8492_01347	PV_ATCC8482_00830
OG0001282	BU_ATCC8492_01348	PV_ATCC8482_00829
OG0001283	BU_ATCC8492_01349	PV_ATCC8482_00828
OG0001284	BU_ATCC8492_01350	PV_ATCC8482_00827
OG0001285	BU_ATCC8492_01351	PV_ATCC8482_00826
OG0001286	BU_ATCC8492_01352	PV_ATCC8482_00825
OG0001287	BU_ATCC8492_01353	PV_ATCC8482_00824
OG0001288	BU_ATCC8492_01354	PV_ATCC8482_00823
OG0001289	BU_ATCC8492_01355	PV_ATCC8482_00822
OG0001290	BU_ATCC8492_01356	PV_ATCC8482_00821
OG0001291	BU_ATCC8492_01357	PV_ATCC8482_00820
OG0001292	BU_ATCC8492_01358	PV_ATCC8482_00819
OG0001293	BU_ATCC8492_01359	PV_ATCC8482_00818
