Orthogroup	BU_ATCC8492	BU_ATCC8492_copy	BU_ATCC8492_copy_copy
OG0003025	BU_ATCC8492_03066	BU_ATCC8492_03066	BU_ATCC8492_03066
OG0003026	BU_ATCC8492_03069	BU_ATCC8492_03069	BU_ATCC8492_03069
OG0003027	BU_ATCC8492_03070	BU_ATCC8492_03070	BU_ATCC8492_03070
OG0003028	BU_ATCC8492_03071	BU_ATCC8492_03071	BU_ATCC8492_03071
OG0003029	BU_ATCC8492_03073	BU_ATCC8492_03073	BU_ATCC8492_03073
OG0003030	BU_ATCC8492_03074	BU_ATCC8492_03074	BU_ATCC8492_03074
OG0003031	BU_ATCC8492_03075	BU_ATCC8492_03075	BU_ATCC8492_03075
OG0003032	BU_ATCC8492_03076	BU_ATCC8492_03076	BU_ATCC8492_03076
OG0003033	BU_ATCC8492_03077	BU_ATCC8492_03077	BU_ATCC8492_03077
OG0003034	BU_ATCC8492_03078	BU_ATCC8492_03078	BU_ATCC8492_03078
OG0003035	BU_ATCC8492_03079	BU_ATCC8492_03079	BU_ATCC8492_03079
OG0003036	BU_ATCC8492_03080	BU_ATCC8492_03080	BU_ATCC8492_03080
OG0003037	BU_ATCC8492_03081	BU_ATCC8492_03081	BU_ATCC8492_03081
OG0003038	BU_ATCC8492_03082	BU_ATCC8492_03082	BU_ATCC8492_03082
OG0003039	BU_ATCC8492_03084	BU_ATCC8492_03084	BU_ATCC8492_03084
OG0003040	BU_ATCC8492_03085	BU_ATCC8492_03085	BU_ATCC8492_03085
OG0003041	BU_ATCC8492_03086	BU_ATCC8492_03086	BU_ATCC8492_03086
OG0003042	BU_ATCC8492_03087	BU_ATCC8492_03087	BU_ATCC8492_03087
OG0003043	BU_ATCC8492_03088	BU_ATCC8492_03088	BU_ATCC8492_03088
OG0003044	BU_ATCC8492_03089	BU_ATCC8492_03089	BU_ATCC8492_03089
OG0003045	BU_ATCC8492_03090	BU_ATCC8492_03090	BU_ATCC8492_03090
OG0003046	BU_ATCC8492_03091	BU_ATCC8492_03091	BU_ATCC8492_03091
OG0003047	BU_ATCC8492_03092	BU_ATCC8492_03092	BU_ATCC8492_03092
OG0003048	BU_ATCC8492_03094	BU_ATCC8492_03094	BU_ATCC8492_03094
OG0003049	BU_ATCC8492_03097	BU_ATCC8492_03097	BU_ATCC8492_03097
OG0003050	BU_ATCC8492_03098	BU_ATCC8492_03098	BU_ATCC8492_03098
OG0003051	BU_ATCC8492_03099	BU_ATCC8492_03099	BU_ATCC8492_03099
OG0003052	BU_ATCC8492_03100	BU_ATCC8492_03100	BU_ATCC8492_03100
OG0003053	BU_ATCC8492_03101	BU_ATCC8492_03101	BU_ATCC8492_03101
OG0003054	BU_ATCC8492_03102	BU_ATCC8492_03102	BU_ATCC8492_03102
OG0003055	BU_ATCC8492_03103	BU_ATCC8492_03103	BU_ATCC8492_03103
OG0003056	BU_ATCC8492_03104	BU_ATCC8492_03104	BU_ATCC8492_03104
OG0003057	BU_ATCC8492_03105	BU_ATCC8492_03105	BU_ATCC8492_03105
OG0003058	BU_ATCC8492_03106	BU_ATCC8492_03106	BU_ATCC8492_03106
OG0003059	BU_ATCC8492_03107	BU_ATCC8492_03107	BU_ATCC8492_03107
OG0003060	BU_ATCC8492_03108	BU_ATCC8492_03108	BU_ATCC8492_03108
OG0003061	BU_ATCC8492_03109	BU_ATCC8492_03109	BU_ATCC8492_03109
OG0003062	BU_ATCC8492_03110	BU_ATCC8492_03110	BU_ATCC8492_03110
OG0003063	BU_ATCC8492_03111	BU_ATCC8492_03111	BU_ATCC8492_03111
OG0003064	BU_ATCC8492_03112	BU_ATCC8492_03112	BU_ATCC8492_03112
OG0003065	BU_ATCC8492_03113	BU_ATCC8492_03113	BU_ATCC8492_03113
OG0003066	BU_ATCC8492_03114	BU_ATCC8492_03114	BU_ATCC8492_03114
OG0003067	BU_ATCC8492_03115	BU_ATCC8492_03115	BU_ATCC8492_03115
OG0003068	BU_ATCC8492_03116	BU_ATCC8492_03116	BU_ATCC8492_03116
OG0003069	BU_ATCC8492_03117	BU_ATCC8492_03117	BU_ATCC8492_03117
OG0003070	BU_ATCC8492_03118	BU_ATCC8492_03118	BU_ATCC8492_03118
OG0003071	BU_ATCC8492_03119	BU_ATCC8492_03119	BU_ATCC8492_03119
OG0003072	BU_ATCC8492_03120	BU_ATCC8492_03120	BU_ATCC8492_03120
OG0003073	BU_ATCC8492_03121	BU_ATCC8492_03121	BU_ATCC8492_03121
OG0003074	BU_ATCC8492_03122	BU_ATCC8492_03122	BU_ATCC8492_03122
OG0003075	BU_ATCC8492_03123	BU_ATCC8492_03123	BU_ATCC8492_03123
OG0003076	BU_ATCC8492_03124	BU_ATCC8492_03124	BU_ATCC8492_03124
OG0003077	BU_ATCC8492_03125	BU_ATCC8492_03125	BU_ATCC8492_03125
OG0003078	BU_ATCC8492_03126	BU_ATCC8492_03126	BU_ATCC8492_03126
OG0003079	BU_ATCC8492_03127	BU_ATCC8492_03127	BU_ATCC8492_03127
OG0003080	BU_ATCC8492_03128	BU_ATCC8492_03128	BU_ATCC8492_03128
OG0003081	BU_ATCC8492_03131	BU_ATCC8492_03131	BU_ATCC8492_03131
OG0003082	BU_ATCC8492_03132	BU_ATCC8492_03132	BU_ATCC8492_03132
OG0003083	BU_ATCC8492_03133	BU_ATCC8492_03133	BU_ATCC8492_03133
OG0003084	BU_ATCC8492_03134	BU_ATCC8492_03134	BU_ATCC8492_03134
OG0003085	BU_ATCC8492_03135	BU_ATCC8492_03135	BU_ATCC8492_03135
OG0003086	BU_ATCC8492_03136	BU_ATCC8492_03136	BU_ATCC8492_03136
OG0003087	BU_ATCC8492_03137	BU_ATCC8492_03137	BU_ATCC8492_03137
OG0003088	BU_ATCC8492_03138	BU_ATCC8492_03138	BU_ATCC8492_03138
OG0003089	BU_ATCC8492_03139	BU_ATCC8492_03139	BU_ATCC8492_03139
OG0003090	BU_ATCC8492_03140	BU_ATCC8492_03140	BU_ATCC8492_03140
OG0003091	BU_ATCC8492_03141	BU_ATCC8492_03141	BU_ATCC8492_03141
OG0003092	BU_ATCC8492_03142	BU_ATCC8492_03142	BU_ATCC8492_03142
OG0003093	BU_ATCC8492_03143	BU_ATCC8492_03143	BU_ATCC8492_03143
OG0003094	BU_ATCC8492_03144	BU_ATCC8492_03144	BU_ATCC8492_03144
OG0003095	BU_ATCC8492_03145	BU_ATCC8492_03145	BU_ATCC8492_03145
OG0003096	BU_ATCC8492_03146	BU_ATCC8492_03146	BU_ATCC8492_03146
OG0003097	BU_ATCC8492_03147	BU_ATCC8492_03147	BU_ATCC8492_03147
OG0003098	BU_ATCC8492_03148	BU_ATCC8492_03148	BU_ATCC8492_03148
OG0003099	BU_ATCC8492_03149	BU_ATCC8492_03149	BU_ATCC8492_03149
OG0003100	BU_ATCC8492_03150	BU_ATCC8492_03150	BU_ATCC8492_03150
OG0003101	BU_ATCC8492_03151	BU_ATCC8492_03151	BU_ATCC8492_03151
OG0003102	BU_ATCC8492_03152	BU_ATCC8492_03152	BU_ATCC8492_03152
OG0003103	BU_ATCC8492_03153	BU_ATCC8492_03153	BU_ATCC8492_03153
OG0003104	BU_ATCC8492_03154	BU_ATCC8492_03154	BU_ATCC8492_03154
OG0003105	BU_ATCC8492_03155	BU_ATCC8492_03155	BU_ATCC8492_03155
OG0003106	BU_ATCC8492_03156	BU_ATCC8492_03156	BU_ATCC8492_03156
OG0003107	BU_ATCC8492_03157	BU_ATCC8492_03157	BU_ATCC8492_03157
OG0003108	BU_ATCC8492_03158	BU_ATCC8492_03158	BU_ATCC8492_03158
OG0003109	BU_ATCC8492_03159	BU_ATCC8492_03159	BU_ATCC8492_03159
OG0003110	BU_ATCC8492_03160	BU_ATCC8492_03160	BU_ATCC8492_03160
OG0003111	BU_ATCC8492_03161	BU_ATCC8492_03161	BU_ATCC8492_03161
OG0003112	BU_ATCC8492_03162	BU_ATCC8492_03162	BU_ATCC8492_03162
OG0003113	BU_ATCC8492_03163	BU_ATCC8492_03163	BU_ATCC8492_03163
OG0003114	BU_ATCC8492_03164	BU_ATCC8492_03164	BU_ATCC8492_03164
OG0003115	BU_ATCC8492_03165	BU_ATCC8492_03165	BU_ATCC8492_03165
OG0003116	BU_ATCC8492_03166	BU_ATCC8492_03166	BU_ATCC8492_03166
OG0003117	BU_ATCC8492_03167	BU_ATCC8492_03167	BU_ATCC8492_03167
OG0003118	BU_ATCC8492_03168	BU_ATCC8492_03168	BU_ATCC8492_03168
OG0003119	BU_ATCC8492_03169	BU_ATCC8492_03169	BU_ATCC8492_03169
OG0003120	BU_ATCC8492_03170	BU_ATCC8492_03170	BU_ATCC8492_03170
OG0003121	BU_ATCC8492_03171	BU_ATCC8492_03171	BU_ATCC8492_03171
OG0003122	BU_ATCC8492_03172	BU_ATCC8492_03172	BU_ATCC8492_03172
OG0003123	BU_ATCC8492_03173	BU_ATCC8492_03173	BU_ATCC8492_03173
OG0003124	BU_ATCC8492_03174	BU_ATCC8492_03174	BU_ATCC8492_03174
OG0003125	BU_ATCC8492_03175	BU_ATCC8492_03175	BU_ATCC8492_03175
OG0003126	BU_ATCC8492_03178	BU_ATCC8492_03178	BU_ATCC8492_03178
OG0003127	BU_ATCC8492_03179	BU_ATCC8492_03179	BU_ATCC8492_03179
OG0003128	BU_ATCC8492_03180	BU_ATCC8492_03180	BU_ATCC8492_03180
OG0003129	BU_ATCC8492_03181	BU_ATCC8492_03181	BU_ATCC8492_03181
OG0003130	BU_ATCC8492_03182	BU_ATCC8492_03182	BU_ATCC8492_03182
OG0003131	BU_ATCC8492_03183	BU_ATCC8492_03183	BU_ATCC8492_03183
OG0003132	BU_ATCC8492_03184	BU_ATCC8492_03184	BU_ATCC8492_03184
OG0003133	BU_ATCC8492_03185	BU_ATCC8492_03185	BU_ATCC8492_03185
OG0003134	BU_ATCC8492_03186	BU_ATCC8492_03186	BU_ATCC8492_03186
OG0003135	BU_ATCC8492_03187	BU_ATCC8492_03187	BU_ATCC8492_03187
OG0003136	BU_ATCC8492_03188	BU_ATCC8492_03188	BU_ATCC8492_03188
OG0003137	BU_ATCC8492_03189	BU_ATCC8492_03189	BU_ATCC8492_03189
OG0003138	BU_ATCC8492_03190	BU_ATCC8492_03190	BU_ATCC8492_03190
OG0003139	BU_ATCC8492_03191	BU_ATCC8492_03191	BU_ATCC8492_03191
OG0003140	BU_ATCC8492_03192	BU_ATCC8492_03192	BU_ATCC8492_03192
OG0003141	BU_ATCC8492_03193	BU_ATCC8492_03193	BU_ATCC8492_03193
OG0003142	BU_ATCC8492_03194	BU_ATCC8492_03194	BU_ATCC8492_03194
OG0003143	BU_ATCC8492_03195	BU_ATCC8492_03195	BU_ATCC8492_03195
OG0003144	BU_ATCC8492_03196	BU_ATCC8492_03196	BU_ATCC8492_03196
OG0003145	BU_ATCC8492_03198	BU_ATCC8492_03198	BU_ATCC8492_03198
OG0003146	BU_ATCC8492_03199	BU_ATCC8492_03199	BU_ATCC8492_03199
OG0003147	BU_ATCC8492_03200	BU_ATCC8492_03200	BU_ATCC8492_03200
OG0003148	BU_ATCC8492_03201	BU_ATCC8492_03201	BU_ATCC8492_03201
OG0003149	BU_ATCC8492_03202	BU_ATCC8492_03202	BU_ATCC8492_03202
OG0003150	BU_ATCC8492_03203	BU_ATCC8492_03203	BU_ATCC8492_03203
OG0003151	BU_ATCC8492_03204	BU_ATCC8492_03204	BU_ATCC8492_03204
OG0003152	BU_ATCC8492_03205	BU_ATCC8492_03205	BU_ATCC8492_03205
OG0003153	BU_ATCC8492_03206	BU_ATCC8492_03206	BU_ATCC8492_03206
OG0003154	BU_ATCC8492_03207	BU_ATCC8492_03207	BU_ATCC8492_03207
OG0003155	BU_ATCC8492_03208	BU_ATCC8492_03208	BU_ATCC8492_03208
OG0003156	BU_ATCC8492_03210	BU_ATCC8492_03210	BU_ATCC8492_03210
OG0003157	BU_ATCC8492_03211	BU_ATCC8492_03211	BU_ATCC8492_03211
OG0003158	BU_ATCC8492_03212	BU_ATCC8492_03212	BU_ATCC8492_03212
OG0003159	BU_ATCC8492_03213	BU_ATCC8492_03213	BU_ATCC8492_03213
OG0003160	BU_ATCC8492_03214	BU_ATCC8492_03214	BU_ATCC8492_03214
OG0003161	BU_ATCC8492_03215	BU_ATCC8492_03215	BU_ATCC8492_03215
OG0003162	BU_ATCC8492_03216	BU_ATCC8492_03216	BU_ATCC8492_03216
OG0003163	BU_ATCC8492_03217	BU_ATCC8492_03217	BU_ATCC8492_03217
OG0003164	BU_ATCC8492_03218	BU_ATCC8492_03218	BU_ATCC8492_03218
OG0003165	BU_ATCC8492_03219	BU_ATCC8492_03219	BU_ATCC8492_03219
OG0003166	BU_ATCC8492_03220	BU_ATCC8492_03220	BU_ATCC8492_03220
OG0003167	BU_ATCC8492_03221	BU_ATCC8492_03221	BU_ATCC8492_03221
OG0003168	BU_ATCC8492_03223	BU_ATCC8492_03223	BU_ATCC8492_03223
OG0003169	BU_ATCC8492_03224	BU_ATCC8492_03224	BU_ATCC8492_03224
OG0003170	BU_ATCC8492_03225	BU_ATCC8492_03225	BU_ATCC8492_03225
OG0003171	BU_ATCC8492_03226	BU_ATCC8492_03226	BU_ATCC8492_03226
OG0003172	BU_ATCC8492_03227	BU_ATCC8492_03227	BU_ATCC8492_03227
OG0003173	BU_ATCC8492_03228	BU_ATCC8492_03228	BU_ATCC8492_03228
OG0003174	BU_ATCC8492_03234	BU_ATCC8492_03234	BU_ATCC8492_03234
OG0003175	BU_ATCC8492_03235	BU_ATCC8492_03235	BU_ATCC8492_03235
OG0003176	BU_ATCC8492_03236	BU_ATCC8492_03236	BU_ATCC8492_03236
OG0003177	BU_ATCC8492_03237	BU_ATCC8492_03237	BU_ATCC8492_03237
OG0003178	BU_ATCC8492_03238	BU_ATCC8492_03238	BU_ATCC8492_03238
OG0003179	BU_ATCC8492_03239	BU_ATCC8492_03239	BU_ATCC8492_03239
OG0003180	BU_ATCC8492_03241	BU_ATCC8492_03241	BU_ATCC8492_03241
OG0003181	BU_ATCC8492_03242	BU_ATCC8492_03242	BU_ATCC8492_03242
OG0003182	BU_ATCC8492_03243	BU_ATCC8492_03243	BU_ATCC8492_03243
OG0003183	BU_ATCC8492_03244	BU_ATCC8492_03244	BU_ATCC8492_03244
OG0003184	BU_ATCC8492_03245	BU_ATCC8492_03245	BU_ATCC8492_03245
OG0003185	BU_ATCC8492_03246	BU_ATCC8492_03246	BU_ATCC8492_03246
OG0003186	BU_ATCC8492_03247	BU_ATCC8492_03247	BU_ATCC8492_03247
OG0003187	BU_ATCC8492_03248	BU_ATCC8492_03248	BU_ATCC8492_03248
OG0003188	BU_ATCC8492_03249	BU_ATCC8492_03249	BU_ATCC8492_03249
OG0003189	BU_ATCC8492_03250	BU_ATCC8492_03250	BU_ATCC8492_03250
OG0003190	BU_ATCC8492_03251	BU_ATCC8492_03251	BU_ATCC8492_03251
OG0003191	BU_ATCC8492_03252	BU_ATCC8492_03252	BU_ATCC8492_03252
OG0003192	BU_ATCC8492_03253	BU_ATCC8492_03253	BU_ATCC8492_03253
OG0003193	BU_ATCC8492_03254	BU_ATCC8492_03254	BU_ATCC8492_03254
OG0003194	BU_ATCC8492_03255	BU_ATCC8492_03255	BU_ATCC8492_03255
OG0003195	BU_ATCC8492_03256	BU_ATCC8492_03256	BU_ATCC8492_03256
OG0003196	BU_ATCC8492_03257	BU_ATCC8492_03257	BU_ATCC8492_03257
OG0003197	BU_ATCC8492_03258	BU_ATCC8492_03258	BU_ATCC8492_03258
OG0003198	BU_ATCC8492_03259	BU_ATCC8492_03259	BU_ATCC8492_03259
OG0003199	BU_ATCC8492_03260	BU_ATCC8492_03260	BU_ATCC8492_03260
OG0003200	BU_ATCC8492_03261	BU_ATCC8492_03261	BU_ATCC8492_03261
OG0003201	BU_ATCC8492_03262	BU_ATCC8492_03262	BU_ATCC8492_03262
OG0003202	BU_ATCC8492_03263	BU_ATCC8492_03263	BU_ATCC8492_03263
OG0003203	BU_ATCC8492_03264	BU_ATCC8492_03264	BU_ATCC8492_03264
OG0003204	BU_ATCC8492_03265	BU_ATCC8492_03265	BU_ATCC8492_03265
OG0003205	BU_ATCC8492_03266	BU_ATCC8492_03266	BU_ATCC8492_03266
OG0003206	BU_ATCC8492_03267	BU_ATCC8492_03267	BU_ATCC8492_03267
OG0003207	BU_ATCC8492_03268	BU_ATCC8492_03268	BU_ATCC8492_03268
OG0003208	BU_ATCC8492_03269	BU_ATCC8492_03269	BU_ATCC8492_03269
OG0003209	BU_ATCC8492_03270	BU_ATCC8492_03270	BU_ATCC8492_03270
OG0003210	BU_ATCC8492_03271	BU_ATCC8492_03271	BU_ATCC8492_03271
OG0003211	BU_ATCC8492_03272	BU_ATCC8492_03272	BU_ATCC8492_03272
OG0003212	BU_ATCC8492_03273	BU_ATCC8492_03273	BU_ATCC8492_03273
OG0003213	BU_ATCC8492_03274	BU_ATCC8492_03274	BU_ATCC8492_03274
OG0003214	BU_ATCC8492_03275	BU_ATCC8492_03275	BU_ATCC8492_03275
OG0003215	BU_ATCC8492_03276	BU_ATCC8492_03276	BU_ATCC8492_03276
OG0003216	BU_ATCC8492_03277	BU_ATCC8492_03277	BU_ATCC8492_03277
OG0003217	BU_ATCC8492_03278	BU_ATCC8492_03278	BU_ATCC8492_03278
OG0003218	BU_ATCC8492_03279	BU_ATCC8492_03279	BU_ATCC8492_03279
OG0003219	BU_ATCC8492_03280	BU_ATCC8492_03280	BU_ATCC8492_03280
OG0003220	BU_ATCC8492_03281	BU_ATCC8492_03281	BU_ATCC8492_03281
OG0003221	BU_ATCC8492_03282	BU_ATCC8492_03282	BU_ATCC8492_03282
OG0003222	BU_ATCC8492_03283	BU_ATCC8492_03283	BU_ATCC8492_03283
OG0003223	BU_ATCC8492_03284	BU_ATCC8492_03284	BU_ATCC8492_03284
OG0003224	BU_ATCC8492_03285	BU_ATCC8492_03285	BU_ATCC8492_03285
OG0003225	BU_ATCC8492_03286	BU_ATCC8492_03286	BU_ATCC8492_03286
OG0003226	BU_ATCC8492_03287	BU_ATCC8492_03287	BU_ATCC8492_03287
OG0003227	BU_ATCC8492_03288	BU_ATCC8492_03288	BU_ATCC8492_03288
OG0003228	BU_ATCC8492_03289	BU_ATCC8492_03289	BU_ATCC8492_03289
OG0003229	BU_ATCC8492_03290	BU_ATCC8492_03290	BU_ATCC8492_03290
OG0003230	BU_ATCC8492_03291	BU_ATCC8492_03291	BU_ATCC8492_03291
OG0003231	BU_ATCC8492_03292	BU_ATCC8492_03292	BU_ATCC8492_03292
OG0003232	BU_ATCC8492_03293	BU_ATCC8492_03293	BU_ATCC8492_03293
OG0003233	BU_ATCC8492_03294	BU_ATCC8492_03294	BU_ATCC8492_03294
OG0003234	BU_ATCC8492_03296	BU_ATCC8492_03296	BU_ATCC8492_03296
OG0003235	BU_ATCC8492_03297	BU_ATCC8492_03297	BU_ATCC8492_03297
OG0003236	BU_ATCC8492_03298	BU_ATCC8492_03298	BU_ATCC8492_03298
OG0003237	BU_ATCC8492_03299	BU_ATCC8492_03299	BU_ATCC8492_03299
OG0003238	BU_ATCC8492_03300	BU_ATCC8492_03300	BU_ATCC8492_03300
OG0003239	BU_ATCC8492_03301	BU_ATCC8492_03301	BU_ATCC8492_03301
OG0003240	BU_ATCC8492_03302	BU_ATCC8492_03302	BU_ATCC8492_03302
OG0003241	BU_ATCC8492_03303	BU_ATCC8492_03303	BU_ATCC8492_03303
OG0003242	BU_ATCC8492_03304	BU_ATCC8492_03304	BU_ATCC8492_03304
OG0003243	BU_ATCC8492_03305	BU_ATCC8492_03305	BU_ATCC8492_03305
OG0003244	BU_ATCC8492_03311	BU_ATCC8492_03311	BU_ATCC8492_03311
OG0003245	BU_ATCC8492_03312	BU_ATCC8492_03312	BU_ATCC8492_03312
OG0003246	BU_ATCC8492_03313	BU_ATCC8492_03313	BU_ATCC8492_03313
OG0003247	BU_ATCC8492_03314	BU_ATCC8492_03314	BU_ATCC8492_03314
OG0003248	BU_ATCC8492_03315	BU_ATCC8492_03315	BU_ATCC8492_03315
OG0003249	BU_ATCC8492_03316	BU_ATCC8492_03316	BU_ATCC8492_03316
OG0003250	BU_ATCC8492_03317	BU_ATCC8492_03317	BU_ATCC8492_03317
OG0003251	BU_ATCC8492_03318	BU_ATCC8492_03318	BU_ATCC8492_03318
OG0003252	BU_ATCC8492_03319	BU_ATCC8492_03319	BU_ATCC8492_03319
OG0003253	BU_ATCC8492_03320	BU_ATCC8492_03320	BU_ATCC8492_03320
OG0003254	BU_ATCC8492_03321	BU_ATCC8492_03321	BU_ATCC8492_03321
OG0003255	BU_ATCC8492_03322	BU_ATCC8492_03322	BU_ATCC8492_03322
OG0003256	BU_ATCC8492_03323	BU_ATCC8492_03323	BU_ATCC8492_03323
OG0003257	BU_ATCC8492_03324	BU_ATCC8492_03324	BU_ATCC8492_03324
OG0003258	BU_ATCC8492_03325	BU_ATCC8492_03325	BU_ATCC8492_03325
OG0003259	BU_ATCC8492_03326	BU_ATCC8492_03326	BU_ATCC8492_03326
OG0003260	BU_ATCC8492_03327	BU_ATCC8492_03327	BU_ATCC8492_03327
OG0003261	BU_ATCC8492_03328	BU_ATCC8492_03328	BU_ATCC8492_03328
OG0003262	BU_ATCC8492_03329	BU_ATCC8492_03329	BU_ATCC8492_03329
OG0003263	BU_ATCC8492_03330	BU_ATCC8492_03330	BU_ATCC8492_03330
OG0003264	BU_ATCC8492_03331	BU_ATCC8492_03331	BU_ATCC8492_03331
OG0003265	BU_ATCC8492_03332	BU_ATCC8492_03332	BU_ATCC8492_03332
OG0003266	BU_ATCC8492_03333	BU_ATCC8492_03333	BU_ATCC8492_03333
OG0003267	BU_ATCC8492_03334	BU_ATCC8492_03334	BU_ATCC8492_03334
OG0003268	BU_ATCC8492_03335	BU_ATCC8492_03335	BU_ATCC8492_03335
OG0003269	BU_ATCC8492_03336	BU_ATCC8492_03336	BU_ATCC8492_03336
OG0003270	BU_ATCC8492_03337	BU_ATCC8492_03337	BU_ATCC8492_03337
OG0003271	BU_ATCC8492_03338	BU_ATCC8492_03338	BU_ATCC8492_03338
OG0003272	BU_ATCC8492_03339	BU_ATCC8492_03339	BU_ATCC8492_03339
OG0003273	BU_ATCC8492_03340	BU_ATCC8492_03340	BU_ATCC8492_03340
OG0003274	BU_ATCC8492_03341	BU_ATCC8492_03341	BU_ATCC8492_03341
OG0003275	BU_ATCC8492_03342	BU_ATCC8492_03342	BU_ATCC8492_03342
OG0003276	BU_ATCC8492_03343	BU_ATCC8492_03343	BU_ATCC8492_03343
OG0003277	BU_ATCC8492_03344	BU_ATCC8492_03344	BU_ATCC8492_03344
OG0003278	BU_ATCC8492_03345	BU_ATCC8492_03345	BU_ATCC8492_03345
OG0003279	BU_ATCC8492_03346	BU_ATCC8492_03346	BU_ATCC8492_03346
OG0003280	BU_ATCC8492_03347	BU_ATCC8492_03347	BU_ATCC8492_03347
OG0003281	BU_ATCC8492_03350	BU_ATCC8492_03350	BU_ATCC8492_03350
OG0003282	BU_ATCC8492_03351	BU_ATCC8492_03351	BU_ATCC8492_03351
OG0003283	BU_ATCC8492_03352	BU_ATCC8492_03352	BU_ATCC8492_03352
OG0003284	BU_ATCC8492_03353	BU_ATCC8492_03353	BU_ATCC8492_03353
OG0003285	BU_ATCC8492_03354	BU_ATCC8492_03354	BU_ATCC8492_03354
OG0003286	BU_ATCC8492_03355	BU_ATCC8492_03355	BU_ATCC8492_03355
OG0003287	BU_ATCC8492_03356	BU_ATCC8492_03356	BU_ATCC8492_03356
OG0003288	BU_ATCC8492_03357	BU_ATCC8492_03357	BU_ATCC8492_03357
OG0003289	BU_ATCC8492_03358	BU_ATCC8492_03358	BU_ATCC8492_03358
OG0003290	BU_ATCC8492_03359	BU_ATCC8492_03359	BU_ATCC8492_03359
OG0003291	BU_ATCC8492_03360	BU_ATCC8492_03360	BU_ATCC8492_03360
OG0003292	BU_ATCC8492_03361	BU_ATCC8492_03361	BU_ATCC8492_03361
OG0003293	BU_ATCC8492_03362	BU_ATCC8492_03362	BU_ATCC8492_03362
OG0003294	BU_ATCC8492_03363	BU_ATCC8492_03363	BU_ATCC8492_03363
OG0003295	BU_ATCC8492_03364	BU_ATCC8492_03364	BU_ATCC8492_03364
OG0003296	BU_ATCC8492_03365	BU_ATCC8492_03365	BU_ATCC8492_03365
OG0003297	BU_ATCC8492_03366	BU_ATCC8492_03366	BU_ATCC8492_03366
OG0003298	BU_ATCC8492_03367	BU_ATCC8492_03367	BU_ATCC8492_03367
OG0003299	BU_ATCC8492_03368	BU_ATCC8492_03368	BU_ATCC8492_03368
OG0003300	BU_ATCC8492_03369	BU_ATCC8492_03369	BU_ATCC8492_03369
OG0003301	BU_ATCC8492_03370	BU_ATCC8492_03370	BU_ATCC8492_03370
OG0003302	BU_ATCC8492_03371	BU_ATCC8492_03371	BU_ATCC8492_03371
OG0003303	BU_ATCC8492_03372	BU_ATCC8492_03372	BU_ATCC8492_03372
OG0003304	BU_ATCC8492_03373	BU_ATCC8492_03373	BU_ATCC8492_03373
OG0003305	BU_ATCC8492_03374	BU_ATCC8492_03374	BU_ATCC8492_03374
OG0003306	BU_ATCC8492_03375	BU_ATCC8492_03375	BU_ATCC8492_03375
OG0003307	BU_ATCC8492_03376	BU_ATCC8492_03376	BU_ATCC8492_03376
OG0003308	BU_ATCC8492_03377	BU_ATCC8492_03377	BU_ATCC8492_03377
OG0003309	BU_ATCC8492_03378	BU_ATCC8492_03378	BU_ATCC8492_03378
OG0003310	BU_ATCC8492_03379	BU_ATCC8492_03379	BU_ATCC8492_03379
OG0003311	BU_ATCC8492_03380	BU_ATCC8492_03380	BU_ATCC8492_03380
OG0003312	BU_ATCC8492_03381	BU_ATCC8492_03381	BU_ATCC8492_03381
OG0003313	BU_ATCC8492_03382	BU_ATCC8492_03382	BU_ATCC8492_03382
OG0003314	BU_ATCC8492_03383	BU_ATCC8492_03383	BU_ATCC8492_03383
OG0003315	BU_ATCC8492_03384	BU_ATCC8492_03384	BU_ATCC8492_03384
OG0003316	BU_ATCC8492_03385	BU_ATCC8492_03385	BU_ATCC8492_03385
OG0003317	BU_ATCC8492_03386	BU_ATCC8492_03386	BU_ATCC8492_03386
OG0003318	BU_ATCC8492_03387	BU_ATCC8492_03387	BU_ATCC8492_03387
OG0003319	BU_ATCC8492_03388	BU_ATCC8492_03388	BU_ATCC8492_03388
OG0003320	BU_ATCC8492_03389	BU_ATCC8492_03389	BU_ATCC8492_03389
OG0003321	BU_ATCC8492_03390	BU_ATCC8492_03390	BU_ATCC8492_03390
OG0003322	BU_ATCC8492_03391	BU_ATCC8492_03391	BU_ATCC8492_03391
OG0003323	BU_ATCC8492_03392	BU_ATCC8492_03392	BU_ATCC8492_03392
OG0003324	BU_ATCC8492_03393	BU_ATCC8492_03393	BU_ATCC8492_03393
OG0003325	BU_ATCC8492_03394	BU_ATCC8492_03394	BU_ATCC8492_03394
OG0003326	BU_ATCC8492_03395	BU_ATCC8492_03395	BU_ATCC8492_03395
OG0003327	BU_ATCC8492_03396	BU_ATCC8492_03396	BU_ATCC8492_03396
OG0003328	BU_ATCC8492_03397	BU_ATCC8492_03397	BU_ATCC8492_03397
OG0003329	BU_ATCC8492_03398	BU_ATCC8492_03398	BU_ATCC8492_03398
OG0003330	BU_ATCC8492_03399	BU_ATCC8492_03399	BU_ATCC8492_03399
OG0003331	BU_ATCC8492_03400	BU_ATCC8492_03400	BU_ATCC8492_03400
OG0003332	BU_ATCC8492_03401	BU_ATCC8492_03401	BU_ATCC8492_03401
OG0003333	BU_ATCC8492_03402	BU_ATCC8492_03402	BU_ATCC8492_03402
OG0003334	BU_ATCC8492_03403	BU_ATCC8492_03403	BU_ATCC8492_03403
