Orthogroup	BU_ATCC8492	BU_ATCC8492_copy
OG0002869_1	BU_ATCC8492_02905	BU_ATCC8492_copy_02905
OG0002870_1	BU_ATCC8492_02906	BU_ATCC8492_copy_02906
OG0002871_1	BU_ATCC8492_02907	BU_ATCC8492_copy_02907
OG0002872_1	BU_ATCC8492_02908	BU_ATCC8492_copy_02908
OG0002873_1	BU_ATCC8492_02909	BU_ATCC8492_copy_02909
OG0002874_1	BU_ATCC8492_02910	BU_ATCC8492_copy_02910
OG0002875_1	BU_ATCC8492_02911	BU_ATCC8492_copy_02911
OG0002876_1	BU_ATCC8492_02912	BU_ATCC8492_copy_02912
OG0002877_1	BU_ATCC8492_02913	BU_ATCC8492_copy_02913
OG0002878_1	BU_ATCC8492_02914	BU_ATCC8492_copy_02914
OG0002879_1	BU_ATCC8492_02915	BU_ATCC8492_copy_02915
OG0002880_1	BU_ATCC8492_02916	BU_ATCC8492_copy_02916
OG0002881_1	BU_ATCC8492_02917	BU_ATCC8492_copy_02917
OG0002882_1	BU_ATCC8492_02918	BU_ATCC8492_copy_02918
OG0002883_1	BU_ATCC8492_02919	BU_ATCC8492_copy_02919
OG0002884_1	BU_ATCC8492_02920	BU_ATCC8492_copy_02920
OG0002885_1	BU_ATCC8492_02921	BU_ATCC8492_copy_02921
OG0002886_1	BU_ATCC8492_02922	BU_ATCC8492_copy_02922
OG0002887_1	BU_ATCC8492_02923	BU_ATCC8492_copy_02923
OG0002888_1	BU_ATCC8492_02924	BU_ATCC8492_copy_02924
OG0002889_1	BU_ATCC8492_02925	BU_ATCC8492_copy_02925
OG0002890_1	BU_ATCC8492_02926	BU_ATCC8492_copy_02926
OG0002891_1	BU_ATCC8492_02927	BU_ATCC8492_copy_02927
OG0002892_1	BU_ATCC8492_02928	BU_ATCC8492_copy_02928
OG0002893_1	BU_ATCC8492_02929	BU_ATCC8492_copy_02929
OG0002894_1	BU_ATCC8492_02930	BU_ATCC8492_copy_02930
OG0002895_1	BU_ATCC8492_02931	BU_ATCC8492_copy_02931
OG0002896_1	BU_ATCC8492_02932	BU_ATCC8492_copy_02932
OG0002897_1	BU_ATCC8492_02933	BU_ATCC8492_copy_02933
OG0002898_1	BU_ATCC8492_02934	BU_ATCC8492_copy_02934
OG0002899_1	BU_ATCC8492_02935	BU_ATCC8492_copy_02935
OG0002900_1	BU_ATCC8492_02937	BU_ATCC8492_copy_02937
OG0002901_1	BU_ATCC8492_02938	BU_ATCC8492_copy_02938
OG0002902_1	BU_ATCC8492_02939	BU_ATCC8492_copy_02939
OG0002903_1	BU_ATCC8492_02940	BU_ATCC8492_copy_02940
OG0002904_1	BU_ATCC8492_02941	BU_ATCC8492_copy_02941
OG0002905_1	BU_ATCC8492_02942	BU_ATCC8492_copy_02942
OG0002906_1	BU_ATCC8492_02943	BU_ATCC8492_copy_02943
OG0002907_1	BU_ATCC8492_02944	BU_ATCC8492_copy_02944
OG0002908_1	BU_ATCC8492_02945	BU_ATCC8492_copy_02945
OG0002909_1	BU_ATCC8492_02946	BU_ATCC8492_copy_02946
OG0002910_1	BU_ATCC8492_02947	BU_ATCC8492_copy_02947
OG0002911_1	BU_ATCC8492_02948	BU_ATCC8492_copy_02948
OG0002912_1	BU_ATCC8492_02949	BU_ATCC8492_copy_02949
OG0002913_1	BU_ATCC8492_02950	BU_ATCC8492_copy_02950
OG0002914_1	BU_ATCC8492_02951	BU_ATCC8492_copy_02951
OG0002915_1	BU_ATCC8492_02952	BU_ATCC8492_copy_02952
OG0002916_1	BU_ATCC8492_02953	BU_ATCC8492_copy_02953
OG0002917_1	BU_ATCC8492_02954	BU_ATCC8492_copy_02954
OG0002918_1	BU_ATCC8492_02955	BU_ATCC8492_copy_02955
OG0002919_1	BU_ATCC8492_02956	BU_ATCC8492_copy_02956
OG0002920_1	BU_ATCC8492_02957	BU_ATCC8492_copy_02957
OG0002921_1	BU_ATCC8492_02958	BU_ATCC8492_copy_02958
OG0002922_1	BU_ATCC8492_02959	BU_ATCC8492_copy_02959
OG0002923_1	BU_ATCC8492_02960	BU_ATCC8492_copy_02960
OG0002924_1	BU_ATCC8492_02961	BU_ATCC8492_copy_02961
OG0002925_1	BU_ATCC8492_02962	BU_ATCC8492_copy_02962
OG0002926_1	BU_ATCC8492_02963	BU_ATCC8492_copy_02963
OG0002927_1	BU_ATCC8492_02964	BU_ATCC8492_copy_02964
OG0002928_1	BU_ATCC8492_02965	BU_ATCC8492_copy_02965
OG0002929_1	BU_ATCC8492_02966	BU_ATCC8492_copy_02966
OG0002930_1	BU_ATCC8492_02967	BU_ATCC8492_copy_02967
OG0002931_1	BU_ATCC8492_02968	BU_ATCC8492_copy_02968
OG0002932_1	BU_ATCC8492_02969	BU_ATCC8492_copy_02969
OG0002933_1	BU_ATCC8492_02970	BU_ATCC8492_copy_02970
OG0002934_1	BU_ATCC8492_02971	BU_ATCC8492_copy_02971
OG0002935_1	BU_ATCC8492_02972	BU_ATCC8492_copy_02972
OG0002936_1	BU_ATCC8492_02973	BU_ATCC8492_copy_02973
OG0002937_1	BU_ATCC8492_02974	BU_ATCC8492_copy_02974
OG0002938_1	BU_ATCC8492_02975	BU_ATCC8492_copy_02975
OG0002939_1	BU_ATCC8492_02976	BU_ATCC8492_copy_02976
OG0002940_1	BU_ATCC8492_02977	BU_ATCC8492_copy_02977
OG0002941_1	BU_ATCC8492_02978	BU_ATCC8492_copy_02978
OG0002942_1	BU_ATCC8492_02979	BU_ATCC8492_copy_02979
OG0002943_1	BU_ATCC8492_02980	BU_ATCC8492_copy_02980
OG0002944_1	BU_ATCC8492_02981	BU_ATCC8492_copy_02981
OG0002945_1	BU_ATCC8492_02982	BU_ATCC8492_copy_02982
OG0002946_1	BU_ATCC8492_02983	BU_ATCC8492_copy_02983
OG0002947_1	BU_ATCC8492_02984	BU_ATCC8492_copy_02984
OG0002948_1	BU_ATCC8492_02985	BU_ATCC8492_copy_02985
OG0002949_1	BU_ATCC8492_02986	BU_ATCC8492_copy_02986
OG0002950_1	BU_ATCC8492_02987	BU_ATCC8492_copy_02987
OG0002951_1	BU_ATCC8492_02988	BU_ATCC8492_copy_02988
OG0002952_1	BU_ATCC8492_02989	BU_ATCC8492_copy_02989
OG0002953_1	BU_ATCC8492_02990	BU_ATCC8492_copy_02990
OG0002954_1	BU_ATCC8492_02991	BU_ATCC8492_copy_02991
OG0002955_1	BU_ATCC8492_02992	BU_ATCC8492_copy_02992
OG0002956_1	BU_ATCC8492_02993	BU_ATCC8492_copy_02993
OG0002957_1	BU_ATCC8492_02996	BU_ATCC8492_copy_02996
OG0002958_1	BU_ATCC8492_02997	BU_ATCC8492_copy_02997
OG0002959_1	BU_ATCC8492_02998	BU_ATCC8492_copy_02998
OG0002960_1	BU_ATCC8492_02999	BU_ATCC8492_copy_02999
OG0002961_1	BU_ATCC8492_03002	BU_ATCC8492_copy_03002
OG0002962_1	BU_ATCC8492_03003	BU_ATCC8492_copy_03003
OG0002963_1	BU_ATCC8492_03004	BU_ATCC8492_copy_03004
OG0002964_1	BU_ATCC8492_03005	BU_ATCC8492_copy_03005
OG0002965_1	BU_ATCC8492_03006	BU_ATCC8492_copy_03006
OG0002966_1	BU_ATCC8492_03007	BU_ATCC8492_copy_03007
OG0002967_1	BU_ATCC8492_03008	BU_ATCC8492_copy_03008
OG0002968_1	BU_ATCC8492_03009	BU_ATCC8492_copy_03009
OG0002969_1	BU_ATCC8492_03010	BU_ATCC8492_copy_03010
OG0002970_1	BU_ATCC8492_03011	BU_ATCC8492_copy_03011
OG0002971_1	BU_ATCC8492_03012	BU_ATCC8492_copy_03012
OG0002972_1	BU_ATCC8492_03013	BU_ATCC8492_copy_03013
OG0002973_1	BU_ATCC8492_03014	BU_ATCC8492_copy_03014
OG0002974_1	BU_ATCC8492_03015	BU_ATCC8492_copy_03015
OG0002975_1	BU_ATCC8492_03016	BU_ATCC8492_copy_03016
OG0002976_1	BU_ATCC8492_03017	BU_ATCC8492_copy_03017
OG0002977_1	BU_ATCC8492_03018	BU_ATCC8492_copy_03018
OG0002978_1	BU_ATCC8492_03019	BU_ATCC8492_copy_03019
OG0002979_1	BU_ATCC8492_03020	BU_ATCC8492_copy_03020
OG0002980_1	BU_ATCC8492_03021	BU_ATCC8492_copy_03021
OG0002981_1	BU_ATCC8492_03022	BU_ATCC8492_copy_03022
OG0002982_1	BU_ATCC8492_03023	BU_ATCC8492_copy_03023
OG0002983_1	BU_ATCC8492_03024	BU_ATCC8492_copy_03024
OG0002984_1	BU_ATCC8492_03025	BU_ATCC8492_copy_03025
OG0002985_1	BU_ATCC8492_03026	BU_ATCC8492_copy_03026
OG0002986_1	BU_ATCC8492_03027	BU_ATCC8492_copy_03027
OG0002987_1	BU_ATCC8492_03028	BU_ATCC8492_copy_03028
OG0002988_1	BU_ATCC8492_03029	BU_ATCC8492_copy_03029
OG0002989_1	BU_ATCC8492_03030	BU_ATCC8492_copy_03030
OG0002990_1	BU_ATCC8492_03031	BU_ATCC8492_copy_03031
OG0002991_1	BU_ATCC8492_03032	BU_ATCC8492_copy_03032
OG0002992_1	BU_ATCC8492_03033	BU_ATCC8492_copy_03033
OG0002993_1	BU_ATCC8492_03034	BU_ATCC8492_copy_03034
OG0002994_1	BU_ATCC8492_03035	BU_ATCC8492_copy_03035
OG0002995_1	BU_ATCC8492_03036	BU_ATCC8492_copy_03036
OG0002996_1	BU_ATCC8492_03037	BU_ATCC8492_copy_03037
OG0002997_1	BU_ATCC8492_03038	BU_ATCC8492_copy_03038
OG0002998_1	BU_ATCC8492_03039	BU_ATCC8492_copy_03039
OG0002999_1	BU_ATCC8492_03040	BU_ATCC8492_copy_03040
OG0003000_1	BU_ATCC8492_03041	BU_ATCC8492_copy_03041
OG0003001_1	BU_ATCC8492_03042	BU_ATCC8492_copy_03042
OG0003002_1	BU_ATCC8492_03043	BU_ATCC8492_copy_03043
OG0003003_1	BU_ATCC8492_03044	BU_ATCC8492_copy_03044
OG0003004_1	BU_ATCC8492_03045	BU_ATCC8492_copy_03045
OG0003005_1	BU_ATCC8492_03046	BU_ATCC8492_copy_03046
OG0003006_1	BU_ATCC8492_03047	BU_ATCC8492_copy_03047
OG0003007_1	BU_ATCC8492_03048	BU_ATCC8492_copy_03048
OG0003008_1	BU_ATCC8492_03049	BU_ATCC8492_copy_03049
OG0003009_1	BU_ATCC8492_03050	BU_ATCC8492_copy_03050
OG0003010_1	BU_ATCC8492_03051	BU_ATCC8492_copy_03051
OG0003011_1	BU_ATCC8492_03052	BU_ATCC8492_copy_03052
OG0003012_1	BU_ATCC8492_03053	BU_ATCC8492_copy_03053
OG0003013_1	BU_ATCC8492_03054	BU_ATCC8492_copy_03054
OG0003014_1	BU_ATCC8492_03055	BU_ATCC8492_copy_03055
OG0003015_1	BU_ATCC8492_03056	BU_ATCC8492_copy_03056
OG0003016_1	BU_ATCC8492_03057	BU_ATCC8492_copy_03057
OG0003017_1	BU_ATCC8492_03058	BU_ATCC8492_copy_03058
OG0003018_1	BU_ATCC8492_03059	BU_ATCC8492_copy_03059
OG0003019_1	BU_ATCC8492_03060	BU_ATCC8492_copy_03060
OG0003020_1	BU_ATCC8492_03061	BU_ATCC8492_copy_03061
OG0003021_1	BU_ATCC8492_03062	BU_ATCC8492_copy_03062
OG0003022_1	BU_ATCC8492_03063	BU_ATCC8492_copy_03063
OG0003023_1	BU_ATCC8492_03064	BU_ATCC8492_copy_03064
OG0003024_1	BU_ATCC8492_03065	BU_ATCC8492_copy_03065
OG0003025_1	BU_ATCC8492_03066	BU_ATCC8492_copy_03066
OG0003026_1	BU_ATCC8492_03069	BU_ATCC8492_copy_03069
OG0003027_1	BU_ATCC8492_03070	BU_ATCC8492_copy_03070
OG0003028_1	BU_ATCC8492_03071	BU_ATCC8492_copy_03071
OG0003029_1	BU_ATCC8492_03073	BU_ATCC8492_copy_03073
OG0003030_1	BU_ATCC8492_03074	BU_ATCC8492_copy_03074
OG0003031_1	BU_ATCC8492_03075	BU_ATCC8492_copy_03075
OG0003032_1	BU_ATCC8492_03076	BU_ATCC8492_copy_03076
OG0003033_1	BU_ATCC8492_03077	BU_ATCC8492_copy_03077
OG0003034_1	BU_ATCC8492_03078	BU_ATCC8492_copy_03078
OG0003035_1	BU_ATCC8492_03079	BU_ATCC8492_copy_03079
OG0003036_1	BU_ATCC8492_03080	BU_ATCC8492_copy_03080
OG0003037_1	BU_ATCC8492_03081	BU_ATCC8492_copy_03081
OG0003038_1	BU_ATCC8492_03082	BU_ATCC8492_copy_03082
OG0003039_1	BU_ATCC8492_03084	BU_ATCC8492_copy_03084
OG0003040_1	BU_ATCC8492_03085	BU_ATCC8492_copy_03085
OG0003041_1	BU_ATCC8492_03086	BU_ATCC8492_copy_03086
OG0003042_1	BU_ATCC8492_03087	BU_ATCC8492_copy_03087
OG0003043_1	BU_ATCC8492_03088	BU_ATCC8492_copy_03088
OG0003044_1	BU_ATCC8492_03089	BU_ATCC8492_copy_03089
OG0003045_1	BU_ATCC8492_03090	BU_ATCC8492_copy_03090
OG0003046_1	BU_ATCC8492_03091	BU_ATCC8492_copy_03091
OG0003047_1	BU_ATCC8492_03092	BU_ATCC8492_copy_03092
OG0003048_1	BU_ATCC8492_03094	BU_ATCC8492_copy_03094
OG0003049_1	BU_ATCC8492_03097	BU_ATCC8492_copy_03097
OG0003050_1	BU_ATCC8492_03098	BU_ATCC8492_copy_03098
OG0003051_1	BU_ATCC8492_03099	BU_ATCC8492_copy_03099
OG0003052_1	BU_ATCC8492_03100	BU_ATCC8492_copy_03100
OG0003053_1	BU_ATCC8492_03101	BU_ATCC8492_copy_03101
OG0003054_1	BU_ATCC8492_03102	BU_ATCC8492_copy_03102
OG0003055_1	BU_ATCC8492_03103	BU_ATCC8492_copy_03103
OG0003056_1	BU_ATCC8492_03104	BU_ATCC8492_copy_03104
OG0003057_1	BU_ATCC8492_03105	BU_ATCC8492_copy_03105
OG0003058_1	BU_ATCC8492_03106	BU_ATCC8492_copy_03106
OG0003059_1	BU_ATCC8492_03107	BU_ATCC8492_copy_03107
OG0003060_1	BU_ATCC8492_03108	BU_ATCC8492_copy_03108
OG0003061_1	BU_ATCC8492_03109	BU_ATCC8492_copy_03109
OG0003062_1	BU_ATCC8492_03110	BU_ATCC8492_copy_03110
OG0003063_1	BU_ATCC8492_03111	BU_ATCC8492_copy_03111
OG0003064_1	BU_ATCC8492_03112	BU_ATCC8492_copy_03112
OG0003065_1	BU_ATCC8492_03113	BU_ATCC8492_copy_03113
OG0003066_1	BU_ATCC8492_03114	BU_ATCC8492_copy_03114
OG0003067_1	BU_ATCC8492_03115	BU_ATCC8492_copy_03115
OG0003068_1	BU_ATCC8492_03116	BU_ATCC8492_copy_03116
OG0003069_1	BU_ATCC8492_03117	BU_ATCC8492_copy_03117
OG0003070_1	BU_ATCC8492_03118	BU_ATCC8492_copy_03118
OG0003071_1	BU_ATCC8492_03119	BU_ATCC8492_copy_03119
OG0003072_1	BU_ATCC8492_03120	BU_ATCC8492_copy_03120
OG0003073_1	BU_ATCC8492_03121	BU_ATCC8492_copy_03121
OG0003074_1	BU_ATCC8492_03122	BU_ATCC8492_copy_03122
OG0003075_1	BU_ATCC8492_03123	BU_ATCC8492_copy_03123
OG0003076_1	BU_ATCC8492_03124	BU_ATCC8492_copy_03124
OG0003077_1	BU_ATCC8492_03125	BU_ATCC8492_copy_03125
OG0003078_1	BU_ATCC8492_03126	BU_ATCC8492_copy_03126
OG0003079_1	BU_ATCC8492_03127	BU_ATCC8492_copy_03127
OG0003080_1	BU_ATCC8492_03128	BU_ATCC8492_copy_03128
OG0003081_1	BU_ATCC8492_03131	BU_ATCC8492_copy_03131
OG0003082_1	BU_ATCC8492_03132	BU_ATCC8492_copy_03132
OG0003083_1	BU_ATCC8492_03133	BU_ATCC8492_copy_03133
OG0003084_1	BU_ATCC8492_03134	BU_ATCC8492_copy_03134
OG0003085_1	BU_ATCC8492_03135	BU_ATCC8492_copy_03135
OG0003086_1	BU_ATCC8492_03136	BU_ATCC8492_copy_03136
OG0003087_1	BU_ATCC8492_03137	BU_ATCC8492_copy_03137
OG0003088_1	BU_ATCC8492_03138	BU_ATCC8492_copy_03138
OG0003089_1	BU_ATCC8492_03139	BU_ATCC8492_copy_03139
OG0003090_1	BU_ATCC8492_03140	BU_ATCC8492_copy_03140
OG0003091_1	BU_ATCC8492_03141	BU_ATCC8492_copy_03141
OG0003092_1	BU_ATCC8492_03142	BU_ATCC8492_copy_03142
OG0003093_1	BU_ATCC8492_03143	BU_ATCC8492_copy_03143
OG0003094_1	BU_ATCC8492_03144	BU_ATCC8492_copy_03144
OG0003095_1	BU_ATCC8492_03145	BU_ATCC8492_copy_03145
OG0003096_1	BU_ATCC8492_03146	BU_ATCC8492_copy_03146
OG0003097_1	BU_ATCC8492_03147	BU_ATCC8492_copy_03147
OG0003098_1	BU_ATCC8492_03148	BU_ATCC8492_copy_03148
OG0003099_1	BU_ATCC8492_03149	BU_ATCC8492_copy_03149
OG0003100_1	BU_ATCC8492_03150	BU_ATCC8492_copy_03150
OG0003101_1	BU_ATCC8492_03151	BU_ATCC8492_copy_03151
OG0003102_1	BU_ATCC8492_03152	BU_ATCC8492_copy_03152
OG0003103_1	BU_ATCC8492_03153	BU_ATCC8492_copy_03153
OG0003104_1	BU_ATCC8492_03154	BU_ATCC8492_copy_03154
OG0003105_1	BU_ATCC8492_03155	BU_ATCC8492_copy_03155
OG0003106_1	BU_ATCC8492_03156	BU_ATCC8492_copy_03156
OG0003107_1	BU_ATCC8492_03157	BU_ATCC8492_copy_03157
OG0003108_1	BU_ATCC8492_03158	BU_ATCC8492_copy_03158
OG0003109_1	BU_ATCC8492_03159	BU_ATCC8492_copy_03159
OG0003110_1	BU_ATCC8492_03160	BU_ATCC8492_copy_03160
OG0003111_1	BU_ATCC8492_03161	BU_ATCC8492_copy_03161
OG0003112_1	BU_ATCC8492_03162	BU_ATCC8492_copy_03162
OG0003113_1	BU_ATCC8492_03163	BU_ATCC8492_copy_03163
OG0003114_1	BU_ATCC8492_03164	BU_ATCC8492_copy_03164
OG0003115_1	BU_ATCC8492_03165	BU_ATCC8492_copy_03165
OG0003116_1	BU_ATCC8492_03166	BU_ATCC8492_copy_03166
OG0003117_1	BU_ATCC8492_03167	BU_ATCC8492_copy_03167
OG0003118_1	BU_ATCC8492_03168	BU_ATCC8492_copy_03168
OG0003119_1	BU_ATCC8492_03169	BU_ATCC8492_copy_03169
OG0003120_1	BU_ATCC8492_03170	BU_ATCC8492_copy_03170
OG0003121_1	BU_ATCC8492_03171	BU_ATCC8492_copy_03171
OG0003122_1	BU_ATCC8492_03172	BU_ATCC8492_copy_03172
OG0003123_1	BU_ATCC8492_03173	BU_ATCC8492_copy_03173
OG0003124_1	BU_ATCC8492_03174	BU_ATCC8492_copy_03174
OG0003125_1	BU_ATCC8492_03175	BU_ATCC8492_copy_03175
OG0003126_1	BU_ATCC8492_03178	BU_ATCC8492_copy_03178
OG0003127_1	BU_ATCC8492_03179	BU_ATCC8492_copy_03179
OG0003128_1	BU_ATCC8492_03180	BU_ATCC8492_copy_03180
OG0003129_1	BU_ATCC8492_03181	BU_ATCC8492_copy_03181
OG0003130_1	BU_ATCC8492_03182	BU_ATCC8492_copy_03182
OG0003131_1	BU_ATCC8492_03183	BU_ATCC8492_copy_03183
OG0003132_1	BU_ATCC8492_03184	BU_ATCC8492_copy_03184
OG0003133_1	BU_ATCC8492_03185	BU_ATCC8492_copy_03185
OG0003134_1	BU_ATCC8492_03186	BU_ATCC8492_copy_03186
OG0003135_1	BU_ATCC8492_03187	BU_ATCC8492_copy_03187
OG0003136_1	BU_ATCC8492_03188	BU_ATCC8492_copy_03188
OG0003137_1	BU_ATCC8492_03189	BU_ATCC8492_copy_03189
OG0003138_1	BU_ATCC8492_03190	BU_ATCC8492_copy_03190
OG0003139_1	BU_ATCC8492_03191	BU_ATCC8492_copy_03191
OG0003140_1	BU_ATCC8492_03192	BU_ATCC8492_copy_03192
OG0003141_1	BU_ATCC8492_03193	BU_ATCC8492_copy_03193
OG0003142_1	BU_ATCC8492_03194	BU_ATCC8492_copy_03194
OG0003143_1	BU_ATCC8492_03195	BU_ATCC8492_copy_03195
OG0003144_1	BU_ATCC8492_03196	BU_ATCC8492_copy_03196
OG0003145_1	BU_ATCC8492_03198	BU_ATCC8492_copy_03198
OG0003146_1	BU_ATCC8492_03199	BU_ATCC8492_copy_03199
OG0003147_1	BU_ATCC8492_03200	BU_ATCC8492_copy_03200
OG0003148_1	BU_ATCC8492_03201	BU_ATCC8492_copy_03201
OG0003149_1	BU_ATCC8492_03202	BU_ATCC8492_copy_03202
OG0003150_1	BU_ATCC8492_03203	BU_ATCC8492_copy_03203
OG0003151_1	BU_ATCC8492_03204	BU_ATCC8492_copy_03204
OG0003152_1	BU_ATCC8492_03205	BU_ATCC8492_copy_03205
OG0003153_1	BU_ATCC8492_03206	BU_ATCC8492_copy_03206
OG0003154_1	BU_ATCC8492_03207	BU_ATCC8492_copy_03207
OG0003155_1	BU_ATCC8492_03208	BU_ATCC8492_copy_03208
OG0003156_1	BU_ATCC8492_03210	BU_ATCC8492_copy_03210
OG0003157_1	BU_ATCC8492_03211	BU_ATCC8492_copy_03211
OG0003158_1	BU_ATCC8492_03212	BU_ATCC8492_copy_03212
OG0003159_1	BU_ATCC8492_03213	BU_ATCC8492_copy_03213
OG0003160_1	BU_ATCC8492_03214	BU_ATCC8492_copy_03214
OG0003161_1	BU_ATCC8492_03215	BU_ATCC8492_copy_03215
OG0003162_1	BU_ATCC8492_03216	BU_ATCC8492_copy_03216
OG0003163_1	BU_ATCC8492_03217	BU_ATCC8492_copy_03217
OG0003164_1	BU_ATCC8492_03218	BU_ATCC8492_copy_03218
OG0003165_1	BU_ATCC8492_03219	BU_ATCC8492_copy_03219
OG0003166_1	BU_ATCC8492_03220	BU_ATCC8492_copy_03220
OG0003167_1	BU_ATCC8492_03221	BU_ATCC8492_copy_03221
OG0003168_1	BU_ATCC8492_03223	BU_ATCC8492_copy_03223
OG0003169_1	BU_ATCC8492_03224	BU_ATCC8492_copy_03224
OG0003170_1	BU_ATCC8492_03225	BU_ATCC8492_copy_03225
OG0003171_1	BU_ATCC8492_03226	BU_ATCC8492_copy_03226
OG0003172_1	BU_ATCC8492_03227	BU_ATCC8492_copy_03227
OG0003173_1	BU_ATCC8492_03228	BU_ATCC8492_copy_03228
OG0003174_1	BU_ATCC8492_03234	BU_ATCC8492_copy_03234
OG0003175_1	BU_ATCC8492_03235	BU_ATCC8492_copy_03235
OG0003176_1	BU_ATCC8492_03236	BU_ATCC8492_copy_03236
OG0003177_1	BU_ATCC8492_03237	BU_ATCC8492_copy_03237
OG0003178_1	BU_ATCC8492_03238	BU_ATCC8492_copy_03238
OG0003179_1	BU_ATCC8492_03239	BU_ATCC8492_copy_03239
OG0003180_1	BU_ATCC8492_03241	BU_ATCC8492_copy_03241
OG0003181_1	BU_ATCC8492_03242	BU_ATCC8492_copy_03242
OG0003182_1	BU_ATCC8492_03243	BU_ATCC8492_copy_03243
OG0003183_1	BU_ATCC8492_03244	BU_ATCC8492_copy_03244
OG0003184_1	BU_ATCC8492_03245	BU_ATCC8492_copy_03245
OG0003185_1	BU_ATCC8492_03246	BU_ATCC8492_copy_03246
OG0003186_1	BU_ATCC8492_03247	BU_ATCC8492_copy_03247
OG0003187_1	BU_ATCC8492_03248	BU_ATCC8492_copy_03248
OG0003188_1	BU_ATCC8492_03249	BU_ATCC8492_copy_03249
OG0003189_1	BU_ATCC8492_03250	BU_ATCC8492_copy_03250
OG0003190_1	BU_ATCC8492_03251	BU_ATCC8492_copy_03251
OG0003191_1	BU_ATCC8492_03252	BU_ATCC8492_copy_03252
OG0003192_1	BU_ATCC8492_03253	BU_ATCC8492_copy_03253
OG0003193_1	BU_ATCC8492_03254	BU_ATCC8492_copy_03254
OG0003194_1	BU_ATCC8492_03255	BU_ATCC8492_copy_03255
OG0003195_1	BU_ATCC8492_03256	BU_ATCC8492_copy_03256
OG0003196_1	BU_ATCC8492_03257	BU_ATCC8492_copy_03257
OG0003197_1	BU_ATCC8492_03258	BU_ATCC8492_copy_03258
OG0003198_1	BU_ATCC8492_03259	BU_ATCC8492_copy_03259
OG0003199_1	BU_ATCC8492_03260	BU_ATCC8492_copy_03260
OG0003200_1	BU_ATCC8492_03261	BU_ATCC8492_copy_03261
OG0003201_1	BU_ATCC8492_03262	BU_ATCC8492_copy_03262
OG0003202_1	BU_ATCC8492_03263	BU_ATCC8492_copy_03263
OG0003203_1	BU_ATCC8492_03264	BU_ATCC8492_copy_03264
OG0003204_1	BU_ATCC8492_03265	BU_ATCC8492_copy_03265
OG0003205_1	BU_ATCC8492_03266	BU_ATCC8492_copy_03266
OG0003206_1	BU_ATCC8492_03267	BU_ATCC8492_copy_03267
OG0003207_1	BU_ATCC8492_03268	BU_ATCC8492_copy_03268
OG0003208_1	BU_ATCC8492_03269	BU_ATCC8492_copy_03269
OG0003209_1	BU_ATCC8492_03270	BU_ATCC8492_copy_03270
OG0003210_1	BU_ATCC8492_03271	BU_ATCC8492_copy_03271
OG0003211_1	BU_ATCC8492_03272	BU_ATCC8492_copy_03272
OG0003212_1	BU_ATCC8492_03273	BU_ATCC8492_copy_03273
OG0003213_1	BU_ATCC8492_03274	BU_ATCC8492_copy_03274
OG0003214_1	BU_ATCC8492_03275	BU_ATCC8492_copy_03275
OG0003215_1	BU_ATCC8492_03276	BU_ATCC8492_copy_03276
OG0003216_1	BU_ATCC8492_03277	BU_ATCC8492_copy_03277
OG0003217_1	BU_ATCC8492_03278	BU_ATCC8492_copy_03278
OG0003218_1	BU_ATCC8492_03279	BU_ATCC8492_copy_03279
OG0003219_1	BU_ATCC8492_03280	BU_ATCC8492_copy_03280
OG0003220_1	BU_ATCC8492_03281	BU_ATCC8492_copy_03281
OG0003221_1	BU_ATCC8492_03282	BU_ATCC8492_copy_03282
OG0003222_1	BU_ATCC8492_03283	BU_ATCC8492_copy_03283
OG0003223_1	BU_ATCC8492_03284	BU_ATCC8492_copy_03284
OG0003224_1	BU_ATCC8492_03285	BU_ATCC8492_copy_03285
OG0003225_1	BU_ATCC8492_03286	BU_ATCC8492_copy_03286
OG0003226_1	BU_ATCC8492_03287	BU_ATCC8492_copy_03287
OG0003227_1	BU_ATCC8492_03288	BU_ATCC8492_copy_03288
OG0003228_1	BU_ATCC8492_03289	BU_ATCC8492_copy_03289
OG0003229_1	BU_ATCC8492_03290	BU_ATCC8492_copy_03290
OG0003230_1	BU_ATCC8492_03291	BU_ATCC8492_copy_03291
OG0003231_1	BU_ATCC8492_03292	BU_ATCC8492_copy_03292
OG0003232_1	BU_ATCC8492_03293	BU_ATCC8492_copy_03293
OG0003233_1	BU_ATCC8492_03294	BU_ATCC8492_copy_03294
OG0003234_1	BU_ATCC8492_03296	BU_ATCC8492_copy_03296
OG0003235_1	BU_ATCC8492_03297	BU_ATCC8492_copy_03297
OG0003236_1	BU_ATCC8492_03298	BU_ATCC8492_copy_03298
OG0003237_1	BU_ATCC8492_03299	BU_ATCC8492_copy_03299
OG0003238_1	BU_ATCC8492_03300	BU_ATCC8492_copy_03300
OG0003239_1	BU_ATCC8492_03301	BU_ATCC8492_copy_03301
OG0003240_1	BU_ATCC8492_03302	BU_ATCC8492_copy_03302
OG0003241_1	BU_ATCC8492_03303	BU_ATCC8492_copy_03303
OG0003242_1	BU_ATCC8492_03304	BU_ATCC8492_copy_03304
OG0003243_1	BU_ATCC8492_03305	BU_ATCC8492_copy_03305
OG0003244_1	BU_ATCC8492_03311	BU_ATCC8492_copy_03311
OG0003245_1	BU_ATCC8492_03312	BU_ATCC8492_copy_03312
