Orthogroup	BU_ATCC8492	PV_ATCC8482	PV_ATCC8482_copy
OG0002037_2	BU_ATCC8492_02910	NA	NA
OG0002038_1	NA	PV_ATCC8482_03088	PV_ATCC8482_copy_03088
OG0002038_2	BU_ATCC8492_02911	NA	NA
OG0002039_1	NA	PV_ATCC8482_00529	PV_ATCC8482_copy_00529
OG0002039_2	BU_ATCC8492_02912	NA	NA
OG0002040_1	NA	PV_ATCC8482_03111	PV_ATCC8482_copy_03111
OG0002040_2	BU_ATCC8492_02914	NA	NA
OG0002041_1	NA	PV_ATCC8482_01362	PV_ATCC8482_copy_01362
OG0002041_2	BU_ATCC8492_02916	NA	NA
OG0002042_1	NA	PV_ATCC8482_03102	PV_ATCC8482_copy_03102
OG0002042_2	BU_ATCC8492_02919	NA	NA
OG0002043_1	NA	PV_ATCC8482_03434	PV_ATCC8482_copy_03434
OG0002043_2	BU_ATCC8492_02920	NA	NA
OG0002044_1	NA	PV_ATCC8482_03433	PV_ATCC8482_copy_03433
OG0002044_2	BU_ATCC8492_02921	NA	NA
OG0002045_1	NA	PV_ATCC8482_03432	PV_ATCC8482_copy_03432
OG0002045_2	BU_ATCC8492_02922	NA	NA
OG0002046_1	NA	PV_ATCC8482_03431	PV_ATCC8482_copy_03431
OG0002046_2	BU_ATCC8492_02923	NA	NA
OG0002047_1	NA	PV_ATCC8482_03430	PV_ATCC8482_copy_03430
OG0002047_2	BU_ATCC8492_02924	NA	NA
OG0002048_1	NA	PV_ATCC8482_03429	PV_ATCC8482_copy_03429
OG0002048_2	BU_ATCC8492_02926	NA	NA
OG0002049_1	NA	PV_ATCC8482_03422	PV_ATCC8482_copy_03422
OG0002049_2	BU_ATCC8492_02927	NA	NA
OG0002050_1	NA	PV_ATCC8482_03421	PV_ATCC8482_copy_03421
OG0002050_2	BU_ATCC8492_02928	NA	NA
OG0002051_1	NA	PV_ATCC8482_03420	PV_ATCC8482_copy_03420
OG0002051_2	BU_ATCC8492_02929	NA	NA
OG0002052_1	NA	PV_ATCC8482_03419	PV_ATCC8482_copy_03419
OG0002052_2	BU_ATCC8492_02930	NA	NA
OG0002053_1	NA	PV_ATCC8482_03648	PV_ATCC8482_copy_03648
OG0002053_2	BU_ATCC8492_02931	NA	NA
OG0002054_1	NA	PV_ATCC8482_02793	PV_ATCC8482_copy_02793
OG0002054_2	BU_ATCC8492_02932	NA	NA
OG0002055_1	NA	PV_ATCC8482_02794	PV_ATCC8482_copy_02794
OG0002055_2	BU_ATCC8492_02933	NA	NA
OG0002056_1	NA	PV_ATCC8482_02795	PV_ATCC8482_copy_02795
OG0002056_2	BU_ATCC8492_02934	NA	NA
OG0002057_1	BU_ATCC8492_02961	NA	NA
OG0002057_2	BU_ATCC8492_02938	NA	NA
OG0002058_1	NA	PV_ATCC8482_00949	PV_ATCC8482_copy_00949
OG0002058_2	BU_ATCC8492_02940	NA	NA
OG0002059_1	NA	PV_ATCC8482_02890	PV_ATCC8482_copy_02890
OG0002059_2	BU_ATCC8492_02944	NA	NA
OG0002060_1	NA	PV_ATCC8482_02911	PV_ATCC8482_copy_02911
OG0002060_2	BU_ATCC8492_02947	NA	NA
OG0002061_1	BU_ATCC8492_02997	NA	NA
OG0002061_2	BU_ATCC8492_02966	NA	NA
OG0002062_1	BU_ATCC8492_03009	NA	NA
OG0002062_2	BU_ATCC8492_03020	NA	NA
OG0002063_1	NA	PV_ATCC8482_03416	PV_ATCC8482_copy_03416
OG0002063_2	BU_ATCC8492_03018	NA	NA
OG0002064_1	NA	PV_ATCC8482_03417	PV_ATCC8482_copy_03417
OG0002064_2	BU_ATCC8492_03019	NA	NA
OG0002065_1	NA	PV_ATCC8482_04093	PV_ATCC8482_copy_04093
OG0002065_2	BU_ATCC8492_03022	NA	NA
OG0002066_1	NA	PV_ATCC8482_04091	PV_ATCC8482_copy_04091
OG0002066_2	BU_ATCC8492_03032	NA	NA
OG0002067_1	NA	PV_ATCC8482_03644	PV_ATCC8482_copy_03644
OG0002067_2	BU_ATCC8492_03034	NA	NA
OG0002068_1	NA	PV_ATCC8482_03643	PV_ATCC8482_copy_03643
OG0002068_2	BU_ATCC8492_03035	NA	NA
OG0002069_1	NA	PV_ATCC8482_03640	PV_ATCC8482_copy_03640
OG0002069_2	BU_ATCC8492_03036	NA	NA
OG0002070_1	NA	PV_ATCC8482_03639	PV_ATCC8482_copy_03639
OG0002070_2	BU_ATCC8492_03037	NA	NA
OG0002071_1	NA	PV_ATCC8482_03638	PV_ATCC8482_copy_03638
OG0002071_2	BU_ATCC8492_03038	NA	NA
OG0002072_1	NA	PV_ATCC8482_03637	PV_ATCC8482_copy_03637
OG0002072_2	BU_ATCC8492_03039	NA	NA
OG0002073_1	NA	PV_ATCC8482_03641	PV_ATCC8482_copy_03641
OG0002073_2	BU_ATCC8492_03040	NA	NA
OG0002074_1	NA	PV_ATCC8482_04092	PV_ATCC8482_copy_04092
OG0002074_2	BU_ATCC8492_03041	NA	NA
OG0002075_1	NA	PV_ATCC8482_04059	PV_ATCC8482_copy_04059
OG0002075_2	BU_ATCC8492_03042	NA	NA
OG0002076_1	NA	PV_ATCC8482_04058	PV_ATCC8482_copy_04058
OG0002076_2	BU_ATCC8492_03043	NA	NA
OG0002077_1	NA	PV_ATCC8482_04057	PV_ATCC8482_copy_04057
OG0002077_2	BU_ATCC8492_03044	NA	NA
OG0002078_1	NA	PV_ATCC8482_03626	PV_ATCC8482_copy_03626
OG0002078_2	BU_ATCC8492_03046	NA	NA
OG0002079_1	NA	PV_ATCC8482_03146	PV_ATCC8482_copy_03146
OG0002079_2	BU_ATCC8492_03054	NA	NA
OG0002080_1	NA	PV_ATCC8482_03147	PV_ATCC8482_copy_03147
OG0002080_2	BU_ATCC8492_03055	NA	NA
OG0002081_1	NA	PV_ATCC8482_03148	PV_ATCC8482_copy_03148
OG0002081_2	BU_ATCC8492_03056	NA	NA
OG0002082_1	NA	PV_ATCC8482_03149	PV_ATCC8482_copy_03149
OG0002082_2	BU_ATCC8492_03057	NA	NA
OG0002083_1	NA	PV_ATCC8482_03150	PV_ATCC8482_copy_03150
OG0002083_2	BU_ATCC8492_03058	NA	NA
OG0002084_1	NA	PV_ATCC8482_03151	PV_ATCC8482_copy_03151
OG0002084_2	BU_ATCC8492_03059	NA	NA
OG0002085_1	NA	PV_ATCC8482_03152	PV_ATCC8482_copy_03152
OG0002085_2	BU_ATCC8492_03060	NA	NA
OG0002086_1	NA	PV_ATCC8482_01741	PV_ATCC8482_copy_01741
OG0002086_2	BU_ATCC8492_03061	NA	NA
OG0002087_1	NA	PV_ATCC8482_02037	PV_ATCC8482_copy_02037
OG0002087_2	BU_ATCC8492_03062	NA	NA
OG0002088_1	NA	PV_ATCC8482_04179	PV_ATCC8482_copy_04179
OG0002088_2	BU_ATCC8492_03064	NA	NA
OG0002089_1	NA	PV_ATCC8482_04178	PV_ATCC8482_copy_04178
OG0002089_2	BU_ATCC8492_03065	NA	NA
OG0002090_1	NA	PV_ATCC8482_00604	PV_ATCC8482_copy_00604
OG0002090_2	BU_ATCC8492_03066	NA	NA
OG0002091_1	NA	PV_ATCC8482_03351	PV_ATCC8482_copy_03351
OG0002091_2	BU_ATCC8492_03069	NA	NA
OG0002092_1	NA	PV_ATCC8482_03352	PV_ATCC8482_copy_03352
OG0002092_2	BU_ATCC8492_03070	NA	NA
OG0002093_1	NA	PV_ATCC8482_03159	PV_ATCC8482_copy_03159
OG0002093_2	BU_ATCC8492_03073	NA	NA
OG0002094_1	NA	PV_ATCC8482_03355	PV_ATCC8482_copy_03355
OG0002094_2	BU_ATCC8492_03075	NA	NA
OG0002095_1	NA	PV_ATCC8482_03162	PV_ATCC8482_copy_03162
OG0002095_2	BU_ATCC8492_03076	NA	NA
OG0002096_1	NA	PV_ATCC8482_03163	PV_ATCC8482_copy_03163
OG0002096_2	BU_ATCC8492_03078	NA	NA
OG0002097_1	NA	PV_ATCC8482_03244	PV_ATCC8482_copy_03244
OG0002097_2	BU_ATCC8492_03079	NA	NA
OG0002098_1	NA	PV_ATCC8482_03245	PV_ATCC8482_copy_03245
OG0002098_2	BU_ATCC8492_03080	NA	NA
OG0002099_1	NA	PV_ATCC8482_03982	PV_ATCC8482_copy_03982
OG0002099_2	BU_ATCC8492_03081	NA	NA
OG0002100_1	NA	PV_ATCC8482_03247	PV_ATCC8482_copy_03247
OG0002100_2	BU_ATCC8492_03084	NA	NA
OG0002101_1	BU_ATCC8492_03085	PV_ATCC8482_03249	PV_ATCC8482_copy_03249
OG0002102_1	BU_ATCC8492_03086	PV_ATCC8482_03250	PV_ATCC8482_copy_03250
OG0002103_1	BU_ATCC8492_03088	PV_ATCC8482_03251	PV_ATCC8482_copy_03251
OG0002104_1	NA	PV_ATCC8482_03253	PV_ATCC8482_copy_03253
OG0002104_2	BU_ATCC8492_03089	NA	NA
OG0002105_1	BU_ATCC8492_03090	PV_ATCC8482_03254	PV_ATCC8482_copy_03254
OG0002106_1	NA	PV_ATCC8482_03255	PV_ATCC8482_copy_03255
OG0002106_2	BU_ATCC8492_03091	NA	NA
OG0002107_1	NA	PV_ATCC8482_03256	PV_ATCC8482_copy_03256
OG0002107_2	BU_ATCC8492_03092	NA	NA
OG0002108_1	NA	PV_ATCC8482_00659	PV_ATCC8482_copy_00659
OG0002108_2	BU_ATCC8492_03098	NA	NA
OG0002109_1	NA	PV_ATCC8482_03258	PV_ATCC8482_copy_03258
OG0002109_2	BU_ATCC8492_03100	NA	NA
OG0002110_1	NA	PV_ATCC8482_03257	PV_ATCC8482_copy_03257
OG0002110_2	BU_ATCC8492_03101	NA	NA
OG0002111_1	NA	PV_ATCC8482_03313	PV_ATCC8482_copy_03313
OG0002111_2	BU_ATCC8492_03102	NA	NA
OG0002112_1	NA	PV_ATCC8482_03873	PV_ATCC8482_copy_03873
OG0002112_2	BU_ATCC8492_03103	NA	NA
OG0002113_1	NA	PV_ATCC8482_03316	PV_ATCC8482_copy_03316
OG0002113_2	BU_ATCC8492_03104	NA	NA
OG0002114_1	NA	PV_ATCC8482_03317	PV_ATCC8482_copy_03317
OG0002114_2	BU_ATCC8492_03105	NA	NA
OG0002115_1	NA	PV_ATCC8482_03340	PV_ATCC8482_copy_03340
OG0002115_2	BU_ATCC8492_03106	NA	NA
OG0002116_1	NA	PV_ATCC8482_03412	PV_ATCC8482_copy_03412
OG0002116_2	BU_ATCC8492_03107	NA	NA
OG0002117_1	NA	PV_ATCC8482_03411	PV_ATCC8482_copy_03411
OG0002117_2	BU_ATCC8492_03108	NA	NA
OG0002118_1	NA	PV_ATCC8482_04188	PV_ATCC8482_copy_04188
OG0002118_2	BU_ATCC8492_03109	NA	NA
OG0002119_1	NA	PV_ATCC8482_03409	PV_ATCC8482_copy_03409
OG0002119_2	BU_ATCC8492_03111	NA	NA
OG0002120_1	NA	PV_ATCC8482_03408	PV_ATCC8482_copy_03408
OG0002120_2	BU_ATCC8492_03112	NA	NA
OG0002121_1	NA	PV_ATCC8482_00256	PV_ATCC8482_copy_00256
OG0002121_2	BU_ATCC8492_03113	NA	NA
OG0002122_1	NA	PV_ATCC8482_00257	PV_ATCC8482_copy_00257
OG0002122_2	BU_ATCC8492_03114	NA	NA
OG0002123_1	NA	PV_ATCC8482_00335	PV_ATCC8482_copy_00335
OG0002123_2	BU_ATCC8492_03115	NA	NA
OG0002124_1	NA	PV_ATCC8482_00334	PV_ATCC8482_copy_00334
OG0002124_2	BU_ATCC8492_03116	NA	NA
OG0002125_1	NA	PV_ATCC8482_03350	PV_ATCC8482_copy_03350
OG0002125_2	BU_ATCC8492_03118	NA	NA
OG0002126_1	NA	PV_ATCC8482_03407	PV_ATCC8482_copy_03407
OG0002126_2	BU_ATCC8492_03119	NA	NA
OG0002127_1	NA	PV_ATCC8482_03406	PV_ATCC8482_copy_03406
OG0002127_2	BU_ATCC8492_03120	NA	NA
OG0002128_1	NA	PV_ATCC8482_03405	PV_ATCC8482_copy_03405
OG0002128_2	BU_ATCC8492_03121	NA	NA
OG0002129_1	BU_ATCC8492_03123	PV_ATCC8482_03404	PV_ATCC8482_copy_03404
OG0002130_1	BU_ATCC8492_03124	PV_ATCC8482_03403	PV_ATCC8482_copy_03403
OG0002131_1	BU_ATCC8492_03125	PV_ATCC8482_03402	PV_ATCC8482_copy_03402
OG0002132_1	BU_ATCC8492_03126	PV_ATCC8482_03401	PV_ATCC8482_copy_03401
OG0002133_1	BU_ATCC8492_03127	PV_ATCC8482_03400	PV_ATCC8482_copy_03400
OG0002134_1	BU_ATCC8492_03131	PV_ATCC8482_03395	PV_ATCC8482_copy_03395
OG0002135_1	BU_ATCC8492_03132	PV_ATCC8482_03394	PV_ATCC8482_copy_03394
OG0002136_1	BU_ATCC8492_03133	PV_ATCC8482_03393	PV_ATCC8482_copy_03393
OG0002137_1	BU_ATCC8492_03134	PV_ATCC8482_03392	PV_ATCC8482_copy_03392
OG0002138_1	BU_ATCC8492_03135	PV_ATCC8482_03391	PV_ATCC8482_copy_03391
OG0002139_1	BU_ATCC8492_03136	PV_ATCC8482_03389	PV_ATCC8482_copy_03389
OG0002140_1	BU_ATCC8492_03137	PV_ATCC8482_03388	PV_ATCC8482_copy_03388
OG0002141_1	BU_ATCC8492_03138	PV_ATCC8482_03386	PV_ATCC8482_copy_03386
OG0002142_1	BU_ATCC8492_03139	PV_ATCC8482_03385	PV_ATCC8482_copy_03385
OG0002143_1	BU_ATCC8492_03140	PV_ATCC8482_03384	PV_ATCC8482_copy_03384
OG0002144_1	BU_ATCC8492_03141	PV_ATCC8482_03383	PV_ATCC8482_copy_03383
OG0002145_1	BU_ATCC8492_03142	PV_ATCC8482_03382	PV_ATCC8482_copy_03382
OG0002146_1	BU_ATCC8492_03143	PV_ATCC8482_03381	PV_ATCC8482_copy_03381
OG0002147_1	BU_ATCC8492_03146	PV_ATCC8482_03378	PV_ATCC8482_copy_03378
OG0002148_1	BU_ATCC8492_03147	PV_ATCC8482_03377	PV_ATCC8482_copy_03377
OG0002149_1	BU_ATCC8492_03148	PV_ATCC8482_03376	PV_ATCC8482_copy_03376
OG0002150_1	BU_ATCC8492_03149	PV_ATCC8482_03375	PV_ATCC8482_copy_03375
OG0002151_1	BU_ATCC8492_03150	PV_ATCC8482_03374	PV_ATCC8482_copy_03374
OG0002152_1	BU_ATCC8492_03151	PV_ATCC8482_03373	PV_ATCC8482_copy_03373
OG0002153_1	NA	PV_ATCC8482_03372	PV_ATCC8482_copy_03372
OG0002153_2	BU_ATCC8492_03152	NA	NA
OG0002154_1	NA	PV_ATCC8482_03371	PV_ATCC8482_copy_03371
OG0002154_2	BU_ATCC8492_03153	NA	NA
OG0002155_1	NA	PV_ATCC8482_03370	PV_ATCC8482_copy_03370
OG0002155_2	BU_ATCC8492_03154	NA	NA
OG0002156_1	NA	PV_ATCC8482_03318	PV_ATCC8482_copy_03318
OG0002156_2	BU_ATCC8492_03155	NA	NA
OG0002157_1	NA	PV_ATCC8482_03562	PV_ATCC8482_copy_03562
OG0002157_2	BU_ATCC8492_03157	NA	NA
OG0002158_1	NA	PV_ATCC8482_02843	PV_ATCC8482_copy_02843
OG0002158_2	BU_ATCC8492_03160	NA	NA
OG0002159_1	NA	PV_ATCC8482_02842	PV_ATCC8482_copy_02842
OG0002159_2	BU_ATCC8492_03161	NA	NA
OG0002160_1	NA	PV_ATCC8482_02841	PV_ATCC8482_copy_02841
OG0002160_2	BU_ATCC8492_03162	NA	NA
OG0002161_1	NA	PV_ATCC8482_02827	PV_ATCC8482_copy_02827
OG0002161_2	BU_ATCC8492_03163	NA	NA
OG0002162_1	NA	PV_ATCC8482_02826	PV_ATCC8482_copy_02826
OG0002162_2	BU_ATCC8492_03164	NA	NA
OG0002163_1	NA	PV_ATCC8482_02825	PV_ATCC8482_copy_02825
OG0002163_2	BU_ATCC8492_03165	NA	NA
OG0002164_1	NA	PV_ATCC8482_02838	PV_ATCC8482_copy_02838
OG0002164_2	BU_ATCC8492_03172	NA	NA
OG0002165_1	NA	PV_ATCC8482_02823	PV_ATCC8482_copy_02823
OG0002165_2	BU_ATCC8492_03175	NA	NA
OG0002166_1	NA	PV_ATCC8482_04097	PV_ATCC8482_copy_04097
OG0002166_2	BU_ATCC8492_03187	NA	NA
OG0002167_1	NA	PV_ATCC8482_04098	PV_ATCC8482_copy_04098
OG0002167_2	BU_ATCC8492_03188	NA	NA
OG0002168_1	NA	PV_ATCC8482_03424	PV_ATCC8482_copy_03424
OG0002168_2	BU_ATCC8492_03194	NA	NA
OG0002169_1	NA	PV_ATCC8482_03314	PV_ATCC8482_copy_03314
OG0002169_2	BU_ATCC8492_03196	NA	NA
OG0002170_1	NA	PV_ATCC8482_04101	PV_ATCC8482_copy_04101
OG0002170_2	BU_ATCC8492_03198	NA	NA
OG0002171_1	NA	PV_ATCC8482_04102	PV_ATCC8482_copy_04102
OG0002171_2	BU_ATCC8492_03199	NA	NA
OG0002172_1	NA	PV_ATCC8482_04103	PV_ATCC8482_copy_04103
OG0002172_2	BU_ATCC8492_03200	NA	NA
OG0002173_1	NA	PV_ATCC8482_04110	PV_ATCC8482_copy_04110
OG0002173_2	BU_ATCC8492_03201	NA	NA
OG0002174_1	NA	PV_ATCC8482_04111	PV_ATCC8482_copy_04111
OG0002174_2	BU_ATCC8492_03202	NA	NA
OG0002175_1	NA	PV_ATCC8482_04112	PV_ATCC8482_copy_04112
OG0002175_2	BU_ATCC8492_03203	NA	NA
OG0002176_1	NA	PV_ATCC8482_04127	PV_ATCC8482_copy_04127
OG0002176_2	BU_ATCC8492_03207	NA	NA
OG0002177_1	NA	PV_ATCC8482_04128	PV_ATCC8482_copy_04128
OG0002177_2	BU_ATCC8492_03208	NA	NA
OG0002178_1	BU_ATCC8492_03383	NA	NA
OG0002178_2	BU_ATCC8492_03215	NA	NA
OG0002179_1	NA	PV_ATCC8482_04108	PV_ATCC8482_copy_04108
OG0002179_2	BU_ATCC8492_03236	NA	NA
OG0002180_1	NA	PV_ATCC8482_04106	PV_ATCC8482_copy_04106
OG0002180_2	BU_ATCC8492_03238	NA	NA
OG0002181_1	NA	PV_ATCC8482_04105	PV_ATCC8482_copy_04105
OG0002181_2	BU_ATCC8492_03239	NA	NA
OG0002182_1	NA	PV_ATCC8482_04104	PV_ATCC8482_copy_04104
OG0002182_2	BU_ATCC8492_03240	NA	NA
OG0002183_1	NA	PV_ATCC8482_01524	PV_ATCC8482_copy_01524
OG0002183_2	BU_ATCC8492_03241	NA	NA
OG0002184_1	NA	PV_ATCC8482_04189	PV_ATCC8482_copy_04189
OG0002184_2	BU_ATCC8492_03242	NA	NA
OG0002185_1	NA	PV_ATCC8482_04192	PV_ATCC8482_copy_04192
OG0002185_2	BU_ATCC8492_03244	NA	NA
OG0002186_1	NA	PV_ATCC8482_04193	PV_ATCC8482_copy_04193
OG0002186_2	BU_ATCC8492_03245	NA	NA
OG0002187_1	NA	PV_ATCC8482_04194	PV_ATCC8482_copy_04194
OG0002187_2	BU_ATCC8492_03246	NA	NA
OG0002188_1	NA	PV_ATCC8482_04195	PV_ATCC8482_copy_04195
OG0002188_2	BU_ATCC8492_03247	NA	NA
OG0002189_1	NA	PV_ATCC8482_04196	PV_ATCC8482_copy_04196
OG0002189_2	BU_ATCC8492_03248	NA	NA
OG0002190_1	NA	PV_ATCC8482_04197	PV_ATCC8482_copy_04197
OG0002190_2	BU_ATCC8492_03249	NA	NA
OG0002191_1	NA	PV_ATCC8482_04198	PV_ATCC8482_copy_04198
OG0002191_2	BU_ATCC8492_03250	NA	NA
OG0002192_1	NA	PV_ATCC8482_04060	PV_ATCC8482_copy_04060
OG0002192_2	BU_ATCC8492_03253	NA	NA
OG0002193_1	NA	PV_ATCC8482_04061	PV_ATCC8482_copy_04061
OG0002193_2	BU_ATCC8492_03254	NA	NA
OG0002194_1	NA	PV_ATCC8482_04062	PV_ATCC8482_copy_04062
OG0002194_2	BU_ATCC8492_03255	NA	NA
OG0002195_1	NA	PV_ATCC8482_04063	PV_ATCC8482_copy_04063
OG0002195_2	BU_ATCC8492_03256	NA	NA
OG0002196_1	NA	PV_ATCC8482_04064	PV_ATCC8482_copy_04064
OG0002196_2	BU_ATCC8492_03257	NA	NA
OG0002197_1	NA	PV_ATCC8482_04084	PV_ATCC8482_copy_04084
OG0002197_2	BU_ATCC8492_03259	NA	NA
OG0002198_1	NA	PV_ATCC8482_04023	PV_ATCC8482_copy_04023
OG0002198_2	BU_ATCC8492_03265	NA	NA
OG0002199_1	NA	PV_ATCC8482_03143	PV_ATCC8482_copy_03143
OG0002199_2	BU_ATCC8492_03279	NA	NA
OG0002200_1	NA	PV_ATCC8482_03140	PV_ATCC8482_copy_03140
OG0002200_2	BU_ATCC8492_03283	NA	NA
OG0002201_1	NA	PV_ATCC8482_03139	PV_ATCC8482_copy_03139
OG0002201_2	BU_ATCC8492_03284	NA	NA
OG0002202_1	NA	PV_ATCC8482_02833	PV_ATCC8482_copy_02833
OG0002202_2	BU_ATCC8492_03285	NA	NA
OG0002203_1	NA	PV_ATCC8482_01716	PV_ATCC8482_copy_01716
OG0002203_2	BU_ATCC8492_03289	NA	NA
OG0002204_1	NA	PV_ATCC8482_00572	PV_ATCC8482_copy_00572
OG0002204_2	BU_ATCC8492_03290	NA	NA
OG0002205_1	NA	PV_ATCC8482_04210	PV_ATCC8482_copy_04210
OG0002205_2	BU_ATCC8492_03291	NA	NA
OG0002206_1	NA	PV_ATCC8482_01963	PV_ATCC8482_copy_01963
OG0002206_2	BU_ATCC8492_03292	NA	NA
OG0002207_1	NA	PV_ATCC8482_02253	PV_ATCC8482_copy_02253
OG0002207_2	BU_ATCC8492_03293	NA	NA
OG0002208_1	NA	PV_ATCC8482_03308	PV_ATCC8482_copy_03308
OG0002208_2	BU_ATCC8492_03294	NA	NA
OG0002209_1	NA	PV_ATCC8482_03657	PV_ATCC8482_copy_03657
OG0002209_2	BU_ATCC8492_03296	NA	NA
OG0002210_1	NA	PV_ATCC8482_03658	PV_ATCC8482_copy_03658
OG0002210_2	BU_ATCC8492_03298	NA	NA
OG0002211_1	NA	PV_ATCC8482_03659	PV_ATCC8482_copy_03659
OG0002211_2	BU_ATCC8492_03299	NA	NA
OG0002212_1	BU_ATCC8492_03300	PV_ATCC8482_03660	PV_ATCC8482_copy_03660
OG0002213_1	BU_ATCC8492_03301	PV_ATCC8482_03661	PV_ATCC8482_copy_03661
OG0002214_1	BU_ATCC8492_03302	PV_ATCC8482_03662	PV_ATCC8482_copy_03662
OG0002215_1	BU_ATCC8492_03303	PV_ATCC8482_03663	PV_ATCC8482_copy_03663
OG0002216_1	BU_ATCC8492_03304	PV_ATCC8482_03664	PV_ATCC8482_copy_03664
OG0002217_1	NA	PV_ATCC8482_02859	PV_ATCC8482_copy_02859
OG0002217_2	BU_ATCC8492_03321	NA	NA
OG0002218_1	NA	PV_ATCC8482_02861	PV_ATCC8482_copy_02861
OG0002218_2	BU_ATCC8492_03322	NA	NA
OG0002219_1	NA	PV_ATCC8482_02862	PV_ATCC8482_copy_02862
OG0002219_2	BU_ATCC8492_03323	NA	NA
OG0002220_1	NA	PV_ATCC8482_02863	PV_ATCC8482_copy_02863
OG0002220_2	BU_ATCC8492_03324	NA	NA
OG0002221_1	NA	PV_ATCC8482_02864	PV_ATCC8482_copy_02864
OG0002221_2	BU_ATCC8492_03325	NA	NA
OG0002222_1	NA	PV_ATCC8482_02865	PV_ATCC8482_copy_02865
OG0002222_2	BU_ATCC8492_03326	NA	NA
OG0002223_1	NA	PV_ATCC8482_03964	PV_ATCC8482_copy_03964
OG0002223_2	BU_ATCC8492_03327	NA	NA
OG0002224_1	NA	PV_ATCC8482_03968	PV_ATCC8482_copy_03968
OG0002224_2	BU_ATCC8492_03328	NA	NA
OG0002225_1	NA	PV_ATCC8482_03969	PV_ATCC8482_copy_03969
OG0002225_2	BU_ATCC8492_03329	NA	NA
OG0002226_1	NA	PV_ATCC8482_03970	PV_ATCC8482_copy_03970
OG0002226_2	BU_ATCC8492_03330	NA	NA
OG0002227_1	NA	PV_ATCC8482_02418	PV_ATCC8482_copy_02418
OG0002227_2	BU_ATCC8492_03333	NA	NA
OG0002228_1	NA	PV_ATCC8482_01390	PV_ATCC8482_copy_01390
OG0002228_2	BU_ATCC8492_03336	NA	NA
OG0002229_1	BU_ATCC8492_03339	PV_ATCC8482_02413	PV_ATCC8482_copy_02413
OG0002230_1	BU_ATCC8492_03340	PV_ATCC8482_02412	PV_ATCC8482_copy_02412
OG0002231_1	BU_ATCC8492_03341	PV_ATCC8482_02411	PV_ATCC8482_copy_02411
OG0002232_1	NA	PV_ATCC8482_02401	PV_ATCC8482_copy_02401
OG0002232_2	BU_ATCC8492_03345	NA	NA
OG0002233_1	NA	PV_ATCC8482_01205	PV_ATCC8482_copy_01205
OG0002233_2	BU_ATCC8492_03346	NA	NA
OG0002234_1	NA	PV_ATCC8482_03914	PV_ATCC8482_copy_03914
OG0002234_2	BU_ATCC8492_03351	NA	NA
OG0002235_1	NA	PV_ATCC8482_03091	PV_ATCC8482_copy_03091
OG0002235_2	BU_ATCC8492_03352	NA	NA
OG0002236_1	NA	PV_ATCC8482_03090	PV_ATCC8482_copy_03090
OG0002236_2	BU_ATCC8492_03353	NA	NA
OG0002237_1	NA	PV_ATCC8482_02989	PV_ATCC8482_copy_02989
OG0002237_2	BU_ATCC8492_03355	NA	NA
OG0002238_1	NA	PV_ATCC8482_03907	PV_ATCC8482_copy_03907
OG0002238_2	BU_ATCC8492_03356	NA	NA
OG0002239_1	NA	PV_ATCC8482_03909	PV_ATCC8482_copy_03909
OG0002239_2	BU_ATCC8492_03358	NA	NA
OG0002240_1	NA	PV_ATCC8482_03910	PV_ATCC8482_copy_03910
OG0002240_2	BU_ATCC8492_03359	NA	NA
OG0002241_1	NA	PV_ATCC8482_03998	PV_ATCC8482_copy_03998
OG0002241_2	BU_ATCC8492_03360	NA	NA
OG0002242_1	NA	PV_ATCC8482_03999	PV_ATCC8482_copy_03999
OG0002242_2	BU_ATCC8492_03361	NA	NA
OG0002243_1	NA	PV_ATCC8482_04000	PV_ATCC8482_copy_04000
OG0002243_2	BU_ATCC8492_03362	NA	NA
OG0002244_1	NA	PV_ATCC8482_04006	PV_ATCC8482_copy_04006
OG0002244_2	BU_ATCC8492_03364	NA	NA
OG0002245_1	NA	PV_ATCC8482_02871	PV_ATCC8482_copy_02871
OG0002245_2	BU_ATCC8492_03365	NA	NA
OG0002246_1	NA	PV_ATCC8482_02443	PV_ATCC8482_copy_02443
OG0002246_2	BU_ATCC8492_03372	NA	NA
OG0002247_1	NA	PV_ATCC8482_02442	PV_ATCC8482_copy_02442
OG0002247_2	BU_ATCC8492_03374	NA	NA
OG0002248_1	NA	PV_ATCC8482_01669	PV_ATCC8482_copy_01669
OG0002248_2	BU_ATCC8492_03375	NA	NA
OG0002249_1	NA	PV_ATCC8482_01359	PV_ATCC8482_copy_01359
OG0002249_2	BU_ATCC8492_03395	NA	NA
OG0002250_1	NA	PV_ATCC8482_02819	PV_ATCC8482_copy_02819
OG0002250_2	BU_ATCC8492_03398	NA	NA
OG0002251_1	NA	PV_ATCC8482_02818	PV_ATCC8482_copy_02818
OG0002251_2	BU_ATCC8492_03399	NA	NA
OG0002252_1	NA	PV_ATCC8482_02817	PV_ATCC8482_copy_02817
OG0002252_2	BU_ATCC8492_03400	NA	NA
OG0002253_1	NA	PV_ATCC8482_02488	PV_ATCC8482_copy_02488
OG0002253_2	BU_ATCC8492_03402	NA	NA
OG0002254_1	NA	PV_ATCC8482_02802	PV_ATCC8482_copy_02802
OG0002254_2	BU_ATCC8492_03404	NA	NA
OG0002255_1	NA	PV_ATCC8482_02801	PV_ATCC8482_copy_02801
